adsh,cik,name,countryba,stprba,cityba,accepted,form,period,fy,fp,Accounts Payable (Current),Accounts Receivable (Current),Accrued Liabilities (Current),Accumulated Depreciation/Amortization,Additional Paid-in Capital,Amortization of Intangibles,Cash From Ops,Net Income,Revenue,Share-based Compensation Expense,Shareholder Equity,Total Assets,ROE,ROA,ROI,Current Ratio,Debt to Equity,Profit Margin,Asset Turnover,Financial Risk Flag,Risk Category,Risk Flag
0000092380-25-000083,92380,SOUTHWEST AIRLINES CO,US,TX,DALLAS,2025-04-24 18:03:00.0,10-Q,20250331.0,2025.0,Q1,1871500000.0,47000000.0,2092000000.0,,4204500000.0,,378000000.0,-64000000.0,,,2525093750.0,33481000000.0,-0.025345593604197865,-0.0019115319136226517,-0.0020247077619070216,0.025113545284531125,12.259309679096074,,,True,High Risk,1
0000092521-25-000012,92521,SOUTHWESTERN PUBLIC SERVICE CO,US,TX,AMARILLO,2025-04-24 13:11:00.0,10-Q,20250331.0,2025.0,Q1,137250000.0,78750000.0,,,3747000000.0,,118500000.0,58000000.0,474500000.0,,4341000000.0,10967500000.0,0.013360976733471551,0.00528835194894005,0.005355370374645091,0.5737704918032787,1.5264915917991246,0.12223393045310854,0.043264189651242305,True,High Risk,1
0000093389-25-000031,93389,"STANDARD MOTOR PRODUCTS, INC.",US,NY,LONG ISLAND CITY,2025-04-30 11:53:00.0,10-Q,20250331.0,2025.0,Q1,149607500.0,245757000.0,,,99841000.0,3250000.0,-52968000.0,10695000.0,,,626853000.0,623369500.0,0.017061416312915467,0.0171567585517097,0.022574626078072955,1.6426783416606787,-0.005557124238059002,,,True,High Risk,1
0000093556-25-000107,93556,"STANLEY BLACK & DECKER, INC.",US,CT,NEW BRITAIN,2025-04-30 16:32:00.0,10-Q,20250331.0,2025.0,Q1,2484400000.0,,1905900000.0,,5063500000.0,39200000.0,-425500000.0,27137500.0,1607842105.2631578,,1555505000.0,13342010000.0,0.017446102712623875,0.002033988881735211,0.002499399039015032,,7.577285190340115,0.016878212052767686,0.12050973618391515,True,High Risk,1
0000094845-25-000019,94845,LEVI STRAUSS & CO,US,CA,SAN FRANCISCO,2025-04-07 16:06:00.0,10-Q,20250228.0,2025.0,Q1,610150000.0,682450000.0,,,734150000.0,,169250000.0,62200000.0,,,-204487500.0,6286850000.0,-0.30417507182590625,0.009893666939723392,0.010957070128771998,1.1184954519380481,-31.744422030686472,,,True,High Risk,1
0000096021-25-000037,96021,SYSCO CORP,US,TX,HOUSTON,2025-04-29 17:43:00.0,10-Q,20250331.0,2025.0,Q3,6236500000.0,,2186500000.0,,1935500000.0,,1345000000.0,866500000.0,,,282600000.0,25632000000.0,3.0661712668082095,0.03380539950062422,0.044675311283545155,,89.70063694267516,,,True,High Risk,1
0000097476-25-000027,97476,TEXAS INSTRUMENTS INC,US,TX,DALLAS,2025-04-24 09:50:00.0,10-Q,20250331.0,2025.0,Q1,843000000.0,1789500000.0,,,3996500000.0,,933000000.0,762000000.0,,,4568090909.090909,34633000000.0,0.1668092897371092,0.022002136690439753,0.02255105060668837,2.122775800711744,6.581504109534518,,,True,High Risk,1
0000098362-25-000080,98362,TIMKEN CO,US,OH,NORTH CANTON,2025-04-30 15:33:00.0,10-Q,20250331.0,2025.0,Q1,330100000.0,704600000.0,,,1273200000.0,19500000.0,53950000.0,90900000.0,,,2872100000.0,3245350000.0,0.03164931583162146,0.02800930562188978,0.03118085927450476,2.134504695546804,0.12995717419309913,,,True,High Risk,1
0000100517-25-000091,100517,"UNITED AIRLINES HOLDINGS, INC.",US,IL,CHICAGO,2025-04-16 16:08:00.0,10-Q,20250331.0,2025.0,Q1,4443500000.0,,,,4763750000.0,,3163750000.0,168285714.2857143,,,3976909090.909091,75097000000.0,0.042315705599205805,0.002240911278555925,0.0023818454044840565,,17.883257897864947,,,True,High Risk,1
0000100885-25-000151,100885,UNION PACIFIC CORP,US,NE,OMAHA,2025-04-24 15:14:00.0,10-Q,20250331.0,2025.0,Q1,472250000.0,1929500000.0,,,,,2166000000.0,1633500000.0,,16285714.285714285,3447138888.888889,68103500000.0,0.4738712458802389,0.023985551403378682,0.024153035763792626,4.0857596611964,18.756529166700243,,,True,High Risk,1
0000101829-25-000015,101829,RTX CORP,US,VA,ARLINGTON,2025-04-22 16:57:00.0,10-Q,20250331.0,2025.0,Q1,13170500000.0,,,,,513500000.0,823500000.0,747750000.0,,,60836000000.0,71788642857.14285,0.01229124202774673,0.010415992979390892,0.012756289495938607,,0.18003555225759177,,,True,High Risk,1
0000102037-25-000017,102037,UNIVERSAL CORP /VA/,US,VA,RICHMOND,2025-04-21 16:17:00.0,10-K/A,20240331.0,2024.0,FY,,463667500.0,,,,11647666.666666666,-13435666.666666666,110075666.66666667,310000000.06,8889333.333333334,158649277.7777778,1813948000.0,0.6938302411994032,0.060682922920980466,,,10.433698441040631,0.35508279563019907,0.17089795300637065,True,High Risk,1
0000102037-25-000018,102037,UNIVERSAL CORP /VA/,US,VA,RICHMOND,2025-04-21 16:20:00.0,10-Q,20240930.0,2025.0,Q2,,477262666.6666667,,,,4228750.0,-18439500.0,26550500.0,,6150000.0,224902052.63157895,2948199000.0,0.11805361351456155,0.009005667527870406,,,12.108813216700884,,,True,High Risk,1
0000102037-25-000019,102037,UNIVERSAL CORP /VA/,US,VA,RICHMOND,2025-04-21 16:24:00.0,10-Q,20241231.0,2025.0,Q3,,536863000.0,,,,5632750.0,60745500.0,69461000.0,,9050000.0,227382526.31578946,2937177333.3333335,0.3054808173937358,0.02364889556095353,,,11.917339695901582,,,True,High Risk,1
0000102212-25-000019,102212,UNIVEST FINANCIAL CORP,US,PA,SOUDERTON,2025-04-29 13:55:00.0,10-Q,20250331.0,2025.0,Q1,,,,,301731500.0,,13585500.0,21350000.0,17362000.0,714666.6666666666,187777777.7777778,3220716800.0,0.113698224852071,0.006628959118665758,,,16.15174627218935,1.229697039511577,0.0053907254434789175,True,High Risk,1
0000102729-25-000017,102729,VALMONT INDUSTRIES INC,US,NE,OMAHA,2025-04-30 09:22:00.0,10-Q,20250331.0,2025.0,Q1,360565500.0,,136567000.0,,,3286500.0,44231000.0,58362500.0,,7197000.0,565777809.5238096,1963121200.0,0.10315445218525125,0.02972944309296848,0.03641839094890743,,2.4697741179567885,,,True,High Risk,1
0000104889-25-000032,104889,GRAHAM HOLDINGS CO,US,VA,ARLINGTON,2025-04-30 08:24:00.0,10-Q,20250331.0,2025.0,Q1,153499500.0,468737500.0,,,,9293750.0,23540500.0,74137000.0,3950000.0,,4275538000.0,7646552500.0,0.017339806124983568,0.009695480414212811,0.009894097906420787,3.053674441936293,0.7884421796742305,18.76886075949367,0.0005165726646093125,False,Low Risk,0
0000105132-25-000015,105132,WD 40 CO,US,CA,SAN DIEGO,2025-04-09 16:08:00.0,10-Q,20250228.0,2025.0,Q2,34962500.0,114138500.0,30933500.0,,176246000.0,163500.0,33900000.0,24538200.0,,,74519611.1111111,453650500.0,0.3292851322507946,0.054090538861965326,0.058607363955976766,3.2645977833392923,5.087665961160113,,,True,High Risk,1
0000105634-25-000029,105634,"EMCOR GROUP, INC.",US,CT,NORWALK,2025-04-30 07:33:00.0,10-Q,20250331.0,2025.0,Q1,989166000.0,3692876500.0,,,95449500.0,9016133.333333334,120367500.0,218913000.0,1355559750.0,,2943807000.0,2792189500.0,0.07436391040581125,0.07840191362369925,0.1214143908828698,3.733323324901988,-0.05150388595448003,0.16149269702054816,0.48548271884841626,False,Low Risk,0
0000105770-25-000036,105770,WEST PHARMACEUTICAL SERVICES INC,US,PA,EXTON,2025-04-24 16:20:00.0,10-Q,20250331.0,2025.0,Q1,233850000.0,548050000.0,,,,200000.0,123800000.0,40760000.0,,3150000.0,526357500.0,1815400000.0,0.07743786304935334,0.022452352098711027,0.025772185514210743,2.3435963224289074,2.4489866678065764,,,True,High Risk,1
0000106640-25-000075,106640,WHIRLPOOL CORP /DE/,US,MI,BENTON HARBOR,2025-04-24 10:01:00.0,10-Q,20250331.0,2025.0,Q1,1811250000.0,1366500000.0,450500000.0,,,9000000.0,-797000000.0,-94000000.0,,,2627500000.0,4687785714.285714,-0.03577545195052331,-0.020052111109418094,-0.03267819673962977,0.7544513457556936,0.7841239635721081,,,True,High Risk,1
0000109198-25-000010,109198,TJX COMPANIES INC /DE/,US,MA,FRAMINGHAM,2025-04-02 11:44:00.0,10-K,20250131.0,2024.0,FY,4059500000.0,539000000.0,,,0.0,,5419000000.0,4278666666.6666665,,155000000.0,1917500000.0,11863380952.380953,2.2313776618861363,0.3606616599299164,0.5482742103288046,0.13277497228722748,5.186900105544174,,,True,High Risk,1
0000200406-25-000119,200406,JOHNSON & JOHNSON,US,NJ,NEW BRUNSWICK,2025-04-23 16:05:00.0,10-Q,20250331.0,2025.0,Q1,9928000000.0,15431000000.0,8231000000.0,,,1100000000.0,3915500000.0,7127000000.0,,,74799500000.0,103278000000.0,0.09528138557075916,0.06900792037026278,0.07634708087841457,1.5542908944399678,0.3807311546200175,,,True,High Risk,1
0000202058-25-000101,202058,"L3HARRIS TECHNOLOGIES, INC. /DE/",US,FL,MELBOURNE,2025-04-24 09:15:00.0,10-Q,20250331.0,2025.0,Q1,2026000000.0,1286500000.0,,,15364000000.0,205500000.0,-73000000.0,334500000.0,,22500000.0,19322500000.0,13874833333.333334,0.017311424505110622,0.02410839769847085,0.028230627487938333,0.6349950641658441,-0.2819338422391857,,,True,High Risk,1
0000205402-25-000019,205402,GRAYBAR ELECTRIC CO INC,US,MO,ST LOUIS,2025-04-24 15:02:00.0,10-Q,20250331.0,2025.0,Q1,1375800000.0,1849800000.0,,,,,174000000.0,103050000.0,,,185678571.42857143,4428900000.0,0.5549913444893249,0.023267628530786427,0.03375257934558318,1.3445268207588312,22.852510098095788,,,True,High Risk,1
0000217346-25-000046,217346,TEXTRON INC,US,RI,PROVIDENCE,2025-04-24 13:24:00.0,10-Q,20250331.0,2025.0,Q1,1030000000.0,944500000.0,,,,8000000.0,-45166666.666666664,153000000.0,623158415.8415842,34750000.0,1525000000.0,5067000000.0,0.10032786885245902,0.03019538188277087,0.03789943027000248,0.9169902912621359,2.3226229508196723,0.24552344333402182,0.12298370156731482,True,High Risk,1
0000230557-25-000010,230557,SELECTIVE INSURANCE GROUP INC,US,NJ,BRANCHVILLE,2025-04-25 12:06:00.0,10-Q,20250331.0,2025.0,Q1,,,,,564165500.0,,199096500.0,47380333.333333336,589822850.0,,590835714.2857143,13855876000.0,0.08019206047930495,0.0034195119336614542,,,22.45131762515565,0.08032976907105809,0.0425684272867338,True,High Risk,1
0000277509-25-000031,277509,FEDERAL SIGNAL CORP /DE/,US,IL,DOWNERS GROVE,2025-04-30 13:47:00.0,10-Q,20250331.0,2025.0,Q1,91400000.0,209800000.0,,,311000000.0,3950000.0,34000000.0,48950000.0,296233333.3333333,,369566666.6666667,1082130000.0,0.1324524217552088,0.045234860876234836,0.04940801227377792,2.2954048140043763,1.9281049878235768,0.16524136378980533,0.27375022717541636,False,Low Risk,0
0000277948-25-000028,277948,CSX CORP,US,FL,JACKSONVILLE,2025-04-16 16:02:00.0,10-Q,20250331.0,2025.0,Q1,1302500000.0,1337000000.0,,,855000000.0,,1160500000.0,763000000.0,,5888888.888888889,-114750000.0,42927166666.666664,-6.649237472766885,0.01777429211493887,0.018330477120937907,1.0264875239923223,-375.0929557007988,,,True,High Risk,1
0000310522-25-000235,310522,FEDERAL NATIONAL MORTGAGE ASSOCIATION FANNIE MAE,US,DC,WASHINGTON,2025-04-30 07:21:00.0,10-Q,20250331.0,2025.0,Q1,,,,,,,5320000000.0,3990500000.0,,,96484500000.0,1489248333333.3333,0.041358974757603556,0.0026795396782940835,,,14.435104429554315,,,True,High Risk,1
0000313616-25-000088,313616,DANAHER CORP /DE/,US,DC,WASHINGTON,2025-04-22 06:03:00.0,10-Q,20250331.0,2025.0,Q1,,3521500000.0,4481000000.0,,16786000000.0,163400000.0,1519000000.0,1021000000.0,,40333333.333333336,50196000000.0,31331600000.0,0.02034026615666587,0.03258690906305455,,,-0.3758148059606343,,,True,High Risk,1
0000317540-25-000053,317540,"COCA-COLA CONSOLIDATED, INC.",US,NC,CHARLOTTE,2025-04-30 16:15:00.0,10-Q,20250331.0,2025.0,Q1,,,256796500.0,,135953000.0,,196222000.0,134676000.0,,,212547660.7142857,5358438500.0,0.6336272982135351,0.025133441393420865,,,24.210526815456266,,,True,High Risk,1
0000320187-25-000016,320187,"NIKE, INC.",US,OR,BEAVERTON,2025-04-03 16:23:00.0,10-Q,20250228.0,2025.0,Q3,2978500000.0,1461277777.7777777,5815000000.0,,13662500000.0,,4022500000.0,2293500000.0,,193375000.0,3161018518.5185184,37951500000.0,0.7255572805295996,0.06043239397652267,0.06557916106710891,0.49060862104340364,11.006098596912622,,,True,High Risk,1
0000350698-25-000085,350698,"AUTONATION, INC.",US,FL,FORT LAUDERDALE,2025-04-25 17:20:00.0,10-Q,20250331.0,2025.0,Q1,354050000.0,769200000.0,,,11800000.0,,121000000.0,182800000.0,1195875862.0689654,,943170000.0,4484180000.0,0.19381447671151542,0.040765535727825375,0.04426010803534029,2.1725744951278068,3.7543708981413744,0.15285867521712554,0.2666877471620152,True,High Risk,1
0000350894-25-000071,350894,SEI INVESTMENTS CO,US,PA,OAKS,2025-04-28 13:57:00.0,10-Q,20250331.0,2025.0,Q1,12124500.0,584486000.0,286104500.0,,1548970500.0,3426000.0,129387000.0,141458500.0,57072671.641791046,12598500.0,738174041.6666666,1385981250.0,0.19163299170018452,0.10206379054550702,0.1029645194085919,48.207018846137984,0.8775805863759434,2.478568041949136,0.04117853083639555,False,Low Risk,0
0000700923-25-000022,700923,MYR GROUP INC.,US,CO,THORNTON,2025-04-30 16:06:00.0,10-Q,20250331.0,2025.0,Q1,290852000.0,611087000.0,,,156015500.0,1208000.0,45488000.0,11882333.333333334,,,,654674000.0,,0.018150000356411487,0.03265974386742235,2.101023888438106,,,,True,High Risk,1
0000701347-25-000017,701347,CENTRAL PACIFIC FINANCIAL CORP,US,HI,HONOLULU,2025-04-30 16:03:00.0,10-Q,20250331.0,2025.0,Q1,,,,,,185000.0,18718000.0,10626500.0,3191428.5714285714,,117145375.0,7438667500.0,0.09071207463376169,0.00142854886308603,,,62.499455270854696,3.329700089525515,0.000429032292601944,True,High Risk,1
0000702165-25-000013,702165,NORFOLK SOUTHERN CORP,US,GA,ATLANTA,2025-04-23 14:09:00.0,10-Q,20250331.0,2025.0,Q1,1574500000.0,766666666.6666666,,,,,894500000.0,401500000.0,,18500000.0,3825107142.857143,43741000000.0,0.1049643800827241,0.009179031114972223,0.009521776765916071,0.4869270667936911,10.435235240842928,,,True,High Risk,1
0000703351-25-000018,703351,"BRINKER INTERNATIONAL, INC",US,TX,DALLAS,2025-04-29 16:17:00.0,10-Q,20250331.0,2025.0,Q3,173100000.0,59050000.0,,,709700000.0,,386700000.0,56115000.0,1209325000.0,,-591666.6666666666,2582500000.0,-94.84225352112676,0.021728944820909972,0.02329003071304059,0.34113229347198154,-4365.788732394366,0.046401918425567984,0.46827686350435627,True,High Risk,1
0000705432-25-000078,705432,SOUTHSIDE BANCSHARES INC,US,TX,TYLER,2025-04-30 15:58:00.0,10-Q,20250331.0,2025.0,Q1,,,,,793985500.0,280000.0,41116000.0,21509000.0,,,163847694.44444445,8430374000.0,0.13127435251945532,0.002551369607089792,,,50.45250306136271,,,True,High Risk,1
0000707179-25-000009,707179,OLD NATIONAL BANCORP /IN/,US,IN,EVANSVILLE,2025-04-30 10:37:00.0,10-Q,20250331.0,2025.0,Q1,,,,,4571485500.0,6146250.0,106221500.0,45942666.666666664,,,1254267638.8888888,41310072000.0,0.036629077592534906,0.0011121420138572179,,,31.93561176193235,,,True,High Risk,1
0000707549-25-000054,707549,LAM RESEARCH CORP,US,CA,FREMONT,2025-04-25 16:06:00.0,10-Q,20250331.0,2025.0,Q3,733637000.0,2873716000.0,1900884500.0,,,,3704457500.0,2185528000.0,,,2850740888.888889,19356519000.0,0.7666526300297452,0.11290914445929043,0.11735713086728466,3.917081608479398,5.789995918409982,,,True,High Risk,1
0000721994-25-000128,721994,LAKELAND FINANCIAL CORP,US,IN,WARSAW,2025-04-30 06:07:00.0,10-Q,20250331.0,2025.0,Q1,,,,,,,26859000.0,8530000.0,,,689121000.0,6764776000.0,0.012378087447632564,0.0012609434517861346,,,8.816528592221104,,,True,High Risk,1
0000726601-25-000018,726601,CAPITAL CITY BANK GROUP INC,US,FL,TALLAHASSEE,2025-04-30 14:17:00.0,10-Q,20250331.0,2025.0,Q1,,,,,38130000.0,46500.0,18257000.0,9805000.0,,,116876968.75,4393082500.0,0.08389163498048027,0.0022319180211161525,,,36.58723850373644,,,True,High Risk,1
0000731012-25-000066,731012,HEALTHCARE SERVICES GROUP INC,US,PA,BENSALEM,2025-04-25 16:02:00.0,10-Q,20250331.0,2025.0,Q1,79960500.0,334401500.0,,,319547000.0,700000.0,734000.0,10817500.0,,1190312.5,162110166.66666666,812867500.0,0.0667293126793405,0.013307826921361723,0.0147597171264567,4.1820836538040655,4.014290693263121,,,True,High Risk,1
0000732712-25-000024,732712,VERIZON COMMUNICATIONS INC,US,NY,NEW YORK,2025-04-25 09:35:00.0,10-Q,20250331.0,2025.0,Q1,,11809750000.0,,,,716000000.0,7433000000.0,4740500000.0,7888343750.0,,,382537500000.0,,0.012392249125902689,,,,0.6009499776172913,0.020621099238636736,True,High Risk,1
0000732717-25-000023,732717,AT&T INC.,US,TX,DALLAS,2025-04-29 17:05:00.0,10-Q,20250331.0,2025.0,Q1,,6364000000.0,,,107705000000.0,12000000.0,8298000000.0,3898000000.0,5702626666.666667,,512000000.0,198065500000.0,7.61328125,0.01968035826532132,,,385.8466796875,0.6835446589524827,0.028791620280496436,True,High Risk,1
0000745732-25-000010,745732,"ROSS STORES, INC.",US,CA,DUBLIN,2025-03-31 17:41:00.0,10-K,20250131.0,2024.0,FY,2041083500.0,,649178500.0,,2024867500.0,,2186950333.3333335,1825763666.6666667,,,1872915400.0,14602720500.0,0.9748244190136227,0.12502900857868687,0.14534440588170688,,6.796785962676157,,,True,High Risk,1
0000753308-25-000024,753308,NEXTERA ENERGY INC,US,FL,JUNO BEACH,2025-04-23 12:57:00.0,10-Q,20250331.0,2025.0,Q1,,2309500000.0,,,22072000000.0,,2505000000.0,982800000.0,,,49956500000.0,77845777777.77777,0.019673115610581205,0.012624962175926192,,,0.558271251544399,,,True,High Risk,1
0000764180-25-000049,764180,"ALTRIA GROUP, INC.",US,VA,RICHMOND,2025-04-29 07:26:00.0,10-Q,20250331.0,2025.0,Q1,625000000.0,,,,5894000000.0,67666666.66666667,2798500000.0,1603000000.0,,,-2874000000.0,35468500000.0,-0.557759220598469,0.04519503221168079,0.046005711251739925,,-13.341162143354211,,,True,High Risk,1
0000766704-25-000020,766704,WELLTOWER INC.,US,OH,TOLEDO,2025-04-29 07:30:00.0,10-Q,20250331.0,2025.0,Q1,,,,,,,502882000.0,,727937611.1111112,14776500.0,32956483500.0,17852253777.77778,,,,,-0.45830829379057453,,0.04077567012951817,True,High Risk,1
0000766829-25-000038,766829,SJW GROUP,US,CA,SAN JOSE,2025-04-29 16:55:00.0,10-Q,20250331.0,2025.0,Q1,51455000.0,67266500.0,,,841777500.0,,47198500.0,8475000.0,79245250.0,916000.0,523795900.0,2346779750.0,0.016179966280759357,0.003611331655644293,0.0036922879866999212,1.3072879214847926,3.4803324157367403,0.10694647313245904,0.03376765544359244,True,High Risk,1
0000773840-25-000037,773840,HONEYWELL INTERNATIONAL INC,US,NC,CHARLOTTE,2025-04-29 09:46:00.0,10-Q,20250331.0,2025.0,Q1,3968000000.0,8035000000.0,8098500000.0,,9819000000.0,103000000.0,522500000.0,1456000000.0,,-57000000.0,18041000000.0,25069000000.0,0.08070506069508342,0.05807970002792293,0.06900146912468604,2.0249495967741935,0.3895571198935757,,,True,High Risk,1
0000784977-25-000074,784977,PORTLAND GENERAL ELECTRIC CO /OR/,US,OR,PORTLAND,2025-04-24 17:56:00.0,10-Q,20250331.0,2025.0,Q1,323000000.0,464500000.0,,,,18500000.0,203000000.0,,928500000.0,,,12275666666.666666,,,,1.438080495356037,,,0.07563743992179651,True,High Risk,1
0000789570-25-000021,789570,MGM RESORTS INTERNATIONAL,US,NV,LAS VEGAS,2025-04-30 16:19:00.0,10-Q,20250331.0,2025.0,Q1,396752000.0,1020744500.0,,,0.0,,548175000.0,183015000.0,,,2938512500.0,42067370000.0,0.062281511479022125,0.004350521556256072,0.004391943503213703,2.572751996209219,13.315872401427592,,,True,High Risk,1
0000789933-25-000023,789933,NACCO INDUSTRIES INC,US,OH,CLEVELAND,2025-04-30 16:29:00.0,10-Q,20250331.0,2025.0,Q1,8982000.0,23467750.0,,,35029000.0,144000.0,-2367500.0,4735000.0,,,131501416.66666667,253174800.0,0.03600721665229208,0.0187024932971212,0.019390416097444314,2.612753284346471,0.925262909081461,,,True,High Risk,1
0000790051-25-000097,790051,CARLISLE COMPANIES INC,US,AZ,SCOTTSDALE,2025-04-24 13:58:00.0,10-Q,20250331.0,2025.0,Q1,287300000.0,639550000.0,342150000.0,,587750000.0,26200000.0,82650000.0,167800000.0,,,859841666.6666666,5633750000.0,0.19515220825539586,0.029784779232305304,0.031385311748917503,2.226070309780717,5.55207838652465,,,True,High Risk,1
0000790816-25-000020,790816,BRANDYWINE REALTY TRUST,US,PA,PHILADELPHIA,2025-04-29 18:19:00.0,10-Q,20250331.0,2025.0,Q1,,,,,,,15063000.0,-21671500.0,47446428.571428575,2950000.0,1016110500.0,3457999500.0,-0.02132789691672313,-0.006267062791651647,,,2.403172686435186,-0.4567572450131727,0.013720773693411053,True,High Risk,1
0000791963-25-000022,791963,OPPENHEIMER HOLDINGS INC,US,NY,NEW YORK,2025-04-25 08:32:00.0,10-Q,20250331.0,2025.0,Q1,,,,,,121000.0,-85394000.0,28354500.0,154492071.42857143,,861330500.0,1738729750.0,0.03291941943307476,0.016307594667889017,,,1.0186557308721798,0.18353369035581577,0.08885341234229842,True,High Risk,1
0000792987-25-000029,792987,ASTEC INDUSTRIES INC,US,TN,CHATTANOOGA,2025-04-29 16:26:00.0,10-Q,20250331.0,2025.0,Q1,85400000.0,,,,,,-13250000.0,8850000.0,,,645500000.0,1049800000.0,0.013710302091402013,0.008430177176605068,0.00917669017005392,,0.6263361735089078,,,True,High Risk,1
0000795266-25-000043,795266,KB HOME,US,CA,LOS ANGELES,2025-04-09 16:19:00.0,10-Q,20250228.0,2025.0,Q1,,,,,848177500.0,,-152901500.0,65396750.0,20349000.0,3875000.0,1000448656.25,2117681800.0,0.06536742249735017,0.0308812919863598,,,1.1167321149070712,3.2137574327976806,0.00960909235750149,True,High Risk,1
0000798354-25-000104,798354,FISERV INC,US,WI,MILWAUKEE,2025-04-25 06:26:00.0,10-Q,20250331.0,2025.0,Q1,587000000.0,1927250000.0,,,22950500000.0,546500000.0,739500000.0,793000000.0,1530736842.1052632,105000000.0,26476000000.0,78789000000.0,0.029951654328448405,0.010064856769345975,0.01014040561622465,3.283219761499148,1.9758649342801027,0.5180511621510109,0.019428306516204842,False,Low Risk,0
0000799292-25-000033,799292,"M/I HOMES, INC.",US,OH,COLUMBUS,2025-04-25 10:13:00.0,10-Q,20250331.0,2025.0,Q1,,,,,345536000.0,,90329500.0,124649000.0,500825500.0,1800000.0,2973005500.0,2146212166.6666667,0.04192693219033736,0.058078600958448266,,,-0.27810016945253996,0.24888708741867177,0.2333532107302532,True,High Risk,1
