adsh,cik,name,countryba,stprba,cityba,accepted,form,period,fy,fp,Accounts Payable (Current),Accounts Receivable (Current),Accrued Liabilities (Current),Additional Paid-in Capital,Amortization of Intangibles,Cash From Ops,Net Income,Revenue,Share-based Compensation Expense,Shareholder Equity,Total Assets,ROE,ROA,ROI,Current Ratio,Debt to Equity,Profit Margin,Asset Turnover,Financial Risk Flag,Risk Category
0000045012-24-000007,45012,HALLIBURTON CO,US,TX,HOUSTON,2024-02-06 14:43:00.0,10-K,20231231.0,2023.0,FY,3147000000.0,,,63000000.0,,2242000000.0,1572000000.0,,219000000.0,7948000000.0,7532000000.0,0.19778560644187218,0.20870950610727562,0.3584948688711517,,-0.05234021137393055,,,True,High Risk
0000045876-24-000010,45876,ENVIRI CORP,US,PA,PHILADELPHIA,2024-02-29 14:05:00.0,10-K,20231231.0,2023.0,FY,205577000.0,264428000.0,,238416000.0,28600000.0,150527000.0,-180069000.0,1140904000.0,0.0,523151000.0,346163000.0,-0.34420081391414714,-0.5201855773147332,-1.2808458879262516,1.286272296998205,-0.33831150088597745,-0.15783010665226874,3.2958577317622044,True,High Risk
0000046080-24-000034,46080,"HASBRO, INC.",US,RI,PAWTUCKET,2024-02-28 16:12:00.0,10-K,20231231.0,2023.0,FY,340600000.0,1132400000.0,1215800000.0,2540600000.0,116800000.0,372900000.0,-1489300000.0,992100000.0,97800000.0,,2968700000.0,,-0.5016673965035201,-0.5666831551310832,3.3247210804462712,,-1.5011591573430099,0.33418668103883853,True,High Risk
0000046619-24-000014,46619,HEICO CORP,US,FL,HOLLYWOOD,2024-02-28 16:51:00.0,10-Q,20240131.0,2024.0,Q1,194894000.0,509075000.0,381837000.0,585888000.0,30200000.0,111652000.0,114698000.0,896363000.0,,3266438000.0,4006748000.0,0.03511409063940598,0.028626207587799383,0.030089819809468045,2.6120609151641405,0.22664137510033866,0.1279593200522556,0.22371334558599643,False,Low Risk
0000047111-24-000009,47111,HERSHEY CO,US,PA,HERSHEY,2024-02-20 09:14:00.0,10-K,20231231.0,2023.0,FY,970558000.0,823617000.0,832518000.0,,79690000.0,2327837000.0,1477512000.0,,81021000.0,,11902941000.0,,0.12412999442742764,0.13515004002329592,0.8486015261323898,,,,True,High Risk
0000047217-24-000024,47217,HP INC,US,CA,PALO ALTO,2024-02-28 17:28:00.0,10-Q,20240131.0,2024.0,Q1,13255000000.0,3804000000.0,,1505000000.0,85000000.0,-16000000.0,622000000.0,3109000000.0,167000000.0,10000000.0,37004000000.0,62.2,0.016808993622311103,0.026190576445324014,0.2869860430026405,3699.4,0.20006432936635574,0.0840179440060534,True,High Risk
0000048287-24-000080,48287,HNI CORP,US,IA,MUSCATINE,2024-02-27 08:26:00.0,10-K,20231231.0,2023.0,FY,,218400000.0,,49100000.0,6500000.0,81200000.0,59800000.0,,9000000.0,761400000.0,493000000.0,0.07853953244024166,0.12129817444219067,,,-0.35250853690570005,,,True,High Risk
0000048465-24-000011,48465,HORMEL FOODS CORP /DE/,US,MN,AUSTIN,2024-02-29 11:31:00.0,10-Q,20240131.0,2024.0,Q1,,817391000.0,,,4463000.0,403980000.0,218863000.0,,,-181863000.0,13448772000.0,-1.2034498496120707,0.016273827826064714,,,-74.95001732073044,,,True,High Risk
0000049071-24-000012,49071,HUMANA INC,US,KY,LOUISVILLE,2024-02-15 16:56:00.0,10-K,20231231.0,2023.0,FY,5421000000.0,291000000.0,,3246000000.0,81000000.0,3042000000.0,2806000000.0,10451000000.0,175000000.0,15311000000.0,33898000000.0,0.18326693227091634,0.082777744999705,0.09853566035748147,0.05368013281682346,1.2139638168636928,0.2684910534877045,0.30830727476547287,True,High Risk
0000049196-24-000020,49196,HUNTINGTON BANCSHARES INC /MD/,US,OH,COLUMBUS,2024-02-16 14:06:00.0,10-K,20231231.0,2023.0,FY,,,,,50000000.0,1630000000.0,1027000000.0,,138000000.0,17731000000.0,14000000.0,0.057921155039196884,73.35714285714286,,,-0.9992104224240032,,,True,High Risk
0000049600-24-000021,49600,EASTGROUP PROPERTIES INC,US,MS,RIDGELAND,2024-02-14 16:55:00.0,10-K,20231231.0,2023.0,FY,,,,2251521000.0,9489000.0,316501000.0,,409475000.0,9136000.0,2608327000.0,4519213000.0,,,,,0.7326098299791399,,0.09060759030388699,True,High Risk
0000049826-24-000008,49826,ILLINOIS TOOL WORKS INC,US,IL,GLENVIEW,2024-02-09 14:56:00.0,10-K,20231231.0,2023.0,FY,594000000.0,,1728000000.0,1588000000.0,,2557000000.0,,,53000000.0,,838000000.0,,,,,,,,True,High Risk
0000049938-24-000010,49938,IMPERIAL OIL LTD,CA,AB,CALGARY,2024-02-28 16:35:00.0,10-K,20231231.0,2023.0,FY,,,,,,-37000000.0,3622000000.0,-27134000000.0,103000000.0,992000000.0,28718000000.0,3.651209677419355,0.12612298906609096,,,27.949596774193548,-0.13348566374290557,-0.9448429556375793,True,High Risk
0000050493-24-000004,50493,INGLES MARKETS INC,US,NC,ASHEVILLE,2024-02-08 16:15:00.0,10-Q,20231231.0,2024.0,Q1,,,100735784.0,,,57263002.0,69371481.0,1481061830.0,,1324750578.0,2473846000.0,0.05236569219296464,0.028041956128231103,,,0.867405110881182,0.046839017517587365,0.598687966025371,True,High Risk
0000050725-24-000010,50725,GRIFFON CORP,US,NY,NEW YORK,2024-02-07 17:28:00.0,10-Q,20231231.0,2024.0,Q1,116646000.0,312432000.0,193098000.0,,5624000.0,,48702000.0,,,21187000.0,2418879000.0,2.2986737150139236,0.020134119978717415,0.0211542445964418,2.678463042024587,113.16807476282627,,,True,High Risk
0000051143-24-000012,51143,INTERNATIONAL BUSINESS MACHINES CORP,US,NY,ARMONK,2024-02-26 06:42:00.0,10-K,20231231.0,2023.0,FY,4051000000.0,7214000000.0,,,2395000000.0,10435000000.0,1639000000.0,780000000.0,328000000.0,22533000000.0,11991000000.0,0.07273776239293481,0.13668584771912268,0.20642317380352646,1.7807948654653172,-0.4678471575023299,2.1012820512820514,0.06504878658994245,False,Low Risk
0000051253-24-000006,51253,INTERNATIONAL FLAVORS & FRAGRANCES INC,US,NY,NEW YORK,2024-02-28 08:36:00.0,10-K,20231231.0,2023.0,FY,1378000000.0,,,19874000000.0,680000000.0,397000000.0,,,51000000.0,-1423000000.0,17062000000.0,,,,,-12.990161630358397,,,True,High Risk
0000051434-24-000024,51434,INTERNATIONAL PAPER CO /NEW/,US,TN,MEMPHIS,2024-02-16 17:01:00.0,10-K,20231231.0,2023.0,FY,2442000000.0,,,4730000000.0,44000000.0,1833000000.0,1504000000.0,,58000000.0,,23940000000.0,,0.06282372598162071,0.0699599962787236,,,,,True,High Risk
0000051644-24-000013,51644,"INTERPUBLIC GROUP OF COMPANIES, INC.",US,NY,NEW YORK,2024-02-20 14:37:00.0,10-K,20231231.0,2023.0,FY,8355000000.0,5316000000.0,787100000.0,,84000000.0,2075600000.0,1098400000.0,4140600000.0,300000.0,3942600000.0,4812500000.0,0.2785978795718561,0.22823896103896105,-0.31006351446718416,0.6362657091561938,0.22064120123776187,0.26527556392793317,0.8603844155844156,True,High Risk
0000052827-24-000014,52827,RAYONIER INC,US,FL,WILDLIGHT,2024-02-23 16:48:00.0,10-K,20231231.0,2023.0,FY,22100000.0,28652000.0,,,,325110000.0,1095000.0,909072000.0,8255000.0,-9616000.0,3244128000.0,-0.11387271214642262,0.00033753292101914597,0.00033984807084233906,1.296470588235294,-338.36772046589016,0.0012045250541211257,0.2802207557778238,True,High Risk
0000052988-24-000017,52988,JACOBS SOLUTIONS INC.,US,TX,DALLAS,2024-02-06 08:14:00.0,10-Q,20231231.0,2024.0,Q1,1143802000.0,,1375553000.0,2735325000.0,51119000.0,302297000.0,171610000.0,,1600000.0,6546220000.0,424200000.0,0.026215128730778983,0.40454974068835453,-0.2384790481404999,,-0.9351992447549884,,,True,High Risk
0000054381-24-000005,54381,KAMAN CORP,US,CT,BLOOMFIELD,2024-02-22 16:36:00.0,10-K,20231231.0,2023.0,FY,51862000.0,87659000.0,38322000.0,,15331000.0,48698000.0,43670000.0,25846000.0,6687000.0,30279000.0,1498655000.0,1.4422537071898016,0.02913946171733988,0.03018400006082418,1.6902356253133315,48.494864427491,1.689623152518765,0.017246130697191817,True,High Risk
0000055135-24-000007,55135,KELLY SERVICES INC,US,MI,TROY,2024-02-20 15:49:00.0,10-K,20231231.0,2023.0,FY,,1491600000.0,,,19400000.0,76700000.0,-62500000.0,416500000.0,7800000.0,-27700000.0,2581600000.0,2.256317689530686,-0.024209792376820576,,,-94.1985559566787,-0.15006002400960383,0.16133405639913231,True,High Risk
0000055242-24-000008,55242,KENNAMETAL INC,US,PA,PITTSBURGH,2024-02-07 15:57:00.0,10-Q,20231231.0,2024.0,Q2,203341000.0,307313000.0,42128000.0,444162000.0,6312000.0,52509000.0,50095000.0,599405000.0,14000000.0,1287823000.0,2544352000.0,0.038898979129895955,0.01968870659405617,0.021398874247066758,1.5113184256987031,0.9757000767962678,0.0835745447568839,0.23558257662461798,False,Low Risk
0000055785-24-000018,55785,KIMBERLY CLARK CORP,US,TX,IRVING,2024-02-08 14:51:00.0,10-K,20231231.0,2023.0,FY,3653000000.0,2135000000.0,2289000000.0,,9000000.0,3542000000.0,410000000.0,20175000000.0,,360000000.0,4935000000.0,1.1388888888888888,0.08308004052684904,0.31981279251170047,0.5844511360525595,12.708333333333334,0.020322180916976455,4.088145896656535,True,High Risk
0000056701-24-000008,56701,KOSS CORP,US,WI,MILWAUKEE,2024-02-01 18:14:00.0,10-Q,20231231.0,2024.0,Q2,262502.0,1513908.0,970530.0,13233733.0,,10538583.0,8803532.0,,,46274.0,39088697.0,190.24791459566927,0.22521937735606792,0.22674207451953507,5.767224630669481,843.7226736396249,,,True,High Risk
0000057131-24-000013,57131,LA-Z-BOY INC,US,MI,MONROE,2024-02-20 16:26:00.0,10-Q,20240131.0,2024.0,Q3,86819000.0,,,358891000.0,0.0,127052000.0,28640000.0,,3842000.0,941836000.0,1866263000.0,0.030408691109704875,0.015346175753363807,0.016094915040877938,,0.9815158902399144,,,True,High Risk
0000057515-24-000006,57515,LANCASTER COLONY CORP,US,OH,WESTERVILLE,2024-02-01 07:45:00.0,10-Q,20231231.0,2024.0,Q2,104114000.0,,59262000.0,,264000.0,140440000.0,95435000.0,,300000.0,146439000.0,1148925000.0,0.6517048054138583,0.08306460386883391,0.09134187905755203,,6.845758302091656,,,True,High Risk
0000058492-24-000174,58492,LEGGETT & PLATT INC,US,MO,CARTHAGE,2024-02-27 15:36:00.0,10-K,20231231.0,2023.0,FY,536200000.0,609000000.0,261700000.0,568500000.0,69000000.0,497200000.0,402400000.0,,0.0,1333300000.0,138500000.0,0.30180754518862973,2.9054151624548736,-1.0118179532310787,1.1357702349869452,-0.8961224030600765,,,True,High Risk
0000059440-24-000006,59440,VECTOR GROUP LTD,US,FL,MIAMI,2024-02-16 17:02:00.0,10-K,20231231.0,2023.0,FY,6351000.0,40677000.0,,,,181317000.0,158701000.0,1220700000.0,7509000.0,-741814000.0,2049105000.0,-0.21393637758252068,0.07744893502285144,0.07768972671207595,6.4048181388757675,-3.762289468788672,0.13000819202097158,0.5957234987958158,True,High Risk
0000059478-24-000065,59478,ELI LILLY & CO,US,IN,INDIANAPOLIS,2024-02-21 11:45:00.0,10-K,20231231.0,2023.0,FY,2598800000.0,9090500000.0,,7250400000.0,628800000.0,501300000.0,5240400000.0,2240000000.0,342800000.0,-1874200000.0,49489800000.0,-2.7960729911428874,0.1058884861122898,0.1117570535923738,3.497960597198707,-27.405826485967346,2.3394642857142856,0.04526185193716685,True,High Risk
0000059527-24-000008,59527,LINCOLN ELECTRIC HOLDINGS INC,US,OH,CLEVELAND,2024-02-27 16:08:00.0,10-K,20231231.0,2023.0,FY,352079000.0,541529000.0,,481857000.0,25983000.0,365063000.0,276580000.0,,26223000.0,451268000.0,994905000.0,0.6128952196920677,0.27799639161527984,0.430256399087778,1.5380894628762294,1.2046876800482196,,,True,High Risk
0000059558-24-000013,59558,LINCOLN NATIONAL CORP,US,PA,RADNOR,2024-02-22 17:11:00.0,10-K,20231231.0,2023.0,FY,,,,,,608000000.0,-752000000.0,943000000.0,61000000.0,388000000.0,167434000000.0,-1.9381443298969072,-0.00449132195372505,,,430.53092783505156,-0.7974549310710498,0.005632069949950428,True,High Risk
0000060086-24-000029,60086,LOEWS CORP,US,NY,NEW YORK,2024-02-06 08:45:00.0,10-K,20231231.0,2023.0,FY,,,,,3000000.0,904000000.0,-90000000.0,1632000000.0,34000000.0,15704000000.0,75567000000.0,-0.0057310239429444725,-0.00119099606971297,,,3.8119587366276106,-0.05514705882352941,0.021596728730795187,True,High Risk
0000061398-24-000009,61398,TELLURIAN INC. /DE/,US,TX,HOUSTON,2024-02-23 07:21:00.0,10-K,20231231.0,2023.0,FY,4805000.0,,123650000.0,,,-11189000.0,-166177000.0,,1500000.0,-1147047000.0,1324028000.0,0.14487374972429204,-0.125508675043126,-0.12596581472578935,,-2.154292718606997,,,True,High Risk
0000062709-24-000016,62709,"MARSH & MCLENNAN COMPANIES, INC.",US,NY,NEW YORK,2024-02-12 17:09:00.0,10-K,20231231.0,2023.0,FY,,,,1242000000.0,343000000.0,4258000000.0,3756000000.0,,348000000.0,,34449000000.0,,0.10903074109553253,,,,,,True,High Risk
0000062996-24-000006,62996,MASCO CORP /DE/,US,MI,LIVONIA,2024-02-08 07:21:00.0,10-K,20231231.0,2023.0,FY,840000000.0,,852000000.0,,31000000.0,840000000.0,908000000.0,,10000000.0,-126000000.0,3552000000.0,-7.2063492063492065,0.25563063063063063,0.33480825958702065,,-29.19047619047619,,,True,High Risk
0000063296-24-000008,63296,MATTHEWS INTERNATIONAL CORP,US,PA,PITTSBURGH,2024-02-02 12:01:00.0,10-Q,20231231.0,2024.0,Q1,114316000.0,216402000.0,,147094000.0,9795000.0,-27266000.0,3703000.0,,4651000.0,525668000.0,1887381000.0,0.007044370210855521,0.0019619780002023968,0.002088473913815906,1.893015850799538,2.5904430172656507,,,True,High Risk
0000063908-24-000072,63908,MCDONALDS CORP,US,IL,CHICAGO,2024-02-22 12:31:00.0,10-K,20231231.0,2023.0,FY,1102900000.0,,,,,7386700000.0,7545200000.0,23222900000.0,,8547100000.0,23946900000.0,0.8827789542651894,0.31508044882636166,0.33029241814043075,,1.801757321196663,0.32490343583273407,0.9697664415853409,True,High Risk
0000064040-24-000071,64040,S&P GLOBAL INC.,US,NY,NEW YORK,2024-02-08 21:12:00.0,10-K,20231231.0,2023.0,FY,450000000.0,2494000000.0,,44231000000.0,1042000000.0,3598000000.0,3248000000.0,,214000000.0,34200000000.0,8746000000.0,0.09497076023391812,0.3713697690372742,0.39151398264223725,5.542222222222223,-0.7442690058479532,,,True,High Risk
0000064803-24-000007,64803,CVS HEALTH CORP,US,RI,WOONSOCKET,2024-02-07 06:53:00.0,10-K,20231231.0,2023.0,FY,,27276000000.0,18745000000.0,,1785000000.0,16177000000.0,91000000.0,0.0,447000000.0,71469000000.0,249728000000.0,0.0012732793239026712,0.00036439646335212713,,,2.494214274720508,,0.0,True,High Risk
0000064996-24-000002,64996,MERCURY GENERAL CORP,US,CA,LOS ANGELES,2024-02-13 16:11:00.0,10-K,20231231.0,2023.0,FY,,,,,1000000.0,352589000.0,247937000.0,4429000.0,0.0,,6514188000.0,,0.038061075302094446,,,,55.980356739670356,0.0006799005493854337,True,High Risk
0000065984-24-000012,65984,ENTERGY CORP /DE/,US,LA,NEW ORLEANS,2024-02-23 11:05:00.0,10-K,20231231.0,2023.0,FY,39813000.0,514112000.0,,1050125000.0,5000000.0,356933000.0,1118492000.0,,4100000.0,14622647000.0,134000000.0,0.07649039192425283,8.346955223880597,11.875226942147005,12.913169065380654,-0.9908361324731425,,,True,High Risk
0000066570-24-000008,66570,MSA SAFETY INC,US,PA,CRANBERRY TOWNSHIP,2024-02-16 16:40:00.0,10-K,20231231.0,2023.0,FY,111872000.0,294678000.0,,,19137000.0,157455000.0,21788000.0,0.0,,242693000.0,1661619000.0,0.08977597211291632,0.013112512555525665,0.014059068996423287,2.63406393020595,5.846588076293918,,0.0,True,High Risk
0000066740-24-000016,66740,3M CO,US,MN,ST PAUL,2024-02-07 09:25:00.0,10-K,20231231.0,2023.0,FY,3183000000.0,4532000000.0,,6691000000.0,498000000.0,5591000000.0,-6995000000.0,3000000.0,47000000.0,14722000000.0,2774000000.0,-0.4751392473848662,-2.521629416005768,17.102689486552567,1.4238140119384228,-0.8115745143322918,-2331.6666666666665,0.0010814708002883922,True,High Risk
0000066756-24-000007,66756,ALLETE INC,US,MN,DULUTH,2024-02-20 06:06:00.0,10-K,20231231.0,2023.0,FY,103000000.0,134700000.0,,,,221300000.0,61900000.0,402700000.0,900000.0,2809600000.0,4291400000.0,0.022031605922551253,0.014424197231672648,0.014778913188807181,1.307766990291262,0.5274060364464692,0.15371244102309412,0.09383884047164096,False,Low Risk
0000067716-24-000017,67716,MDU RESOURCES GROUP INC,US,ND,BISMARCK,2024-02-22 17:28:00.0,10-K,20231231.0,2023.0,FY,3435000.0,,,1466235000.0,2500000.0,187297000.0,378131000.0,1287121000.0,,3587129000.0,1126323000.0,0.10541327061279368,0.33572163580074277,0.33674863387978143,,-0.6860098981664724,0.29378046042291284,1.1427636654849453,True,High Risk
0000068505-24-000008,68505,"MOTOROLA SOLUTIONS, INC.",US,IL,CHICAGO,2024-02-15 07:04:00.0,10-K,20231231.0,2023.0,FY,1062000000.0,1710000000.0,1504000000.0,1306000000.0,236000000.0,2044000000.0,1245000000.0,,56000000.0,116000000.0,394000000.0,10.732758620689655,3.1598984771573604,-1.8637724550898203,1.6101694915254237,2.396551724137931,,,True,High Risk
0000068622-24-000005,68622,QWEST CORP,US,LA,MONROE,2024-02-22 16:12:00.0,10-K,20231231.0,2023.0,FY,231000000.0,347000000.0,52000000.0,,79000000.0,3033000000.0,,2159000000.0,13000000.0,10050000000.0,18956000000.0,,,,1.5021645021645023,0.8861691542288557,,0.11389533656889639,True,High Risk
0000070145-24-000006,70145,NATIONAL FUEL GAS CO,US,NY,WILLIAMSVILLE,2024-02-08 11:59:00.0,10-Q,20231231.0,2024.0,Q1,105390000.0,,200009000.0,,,270944000.0,91192000.0,69422000.0,,4623000.0,8402098000.0,19.72571922993727,0.0108534796904297,0.01099134741152756,,1816.4557646549858,1.3135893520785917,0.008262460161735796,True,High Risk
0000070318-24-000016,70318,TENET HEALTHCARE CORP,US,TX,DALLAS,2024-02-16 16:07:00.0,10-K,20231231.0,2023.0,FY,1408000000.0,2943000000.0,,,174000000.0,1568000000.0,,,11000000.0,-3000000.0,28312000000.0,,,,2.0901988636363638,-9438.333333333334,,,True,High Risk
0000070858-24-000122,70858,BANK OF AMERICA CORP /DE/,US,NC,CHARLOTTE,2024-02-20 17:02:00.0,10-K,20231231.0,2023.0,FY,,,,,78000000.0,-7193000000.0,1098000000.0,-438000000.0,3000000000.0,-8016000000.0,18873000000.0,-0.13697604790419163,0.058178350023843584,,,-3.3544161676646707,-2.506849315068493,-0.023207757113336513,True,High Risk
0000071691-24-000030,71691,NEW YORK TIMES CO,US,NY,NEW YORK,2024-02-20 17:20:00.0,10-K,20231231.0,2023.0,FY,114646000.0,242488000.0,147529000.0,255515000.0,29300000.0,269098000.0,173905000.0,,1283000.0,1597967000.0,2533752000.0,0.10882890572834107,0.0686353676287182,0.07188812726684982,2.115102140502067,0.5856097153445596,,,True,High Risk
0000071829-24-000009,71829,NEWPARK RESOURCES INC,US,TX,THE WOODLANDS,2024-02-23 12:11:00.0,10-K,20231231.0,2023.0,FY,70087000.0,222945000.0,46871000.0,641266000.0,3600000.0,-25021000.0,-25526000.0,,3400000.0,-61480000.0,752886000.0,0.41519193233571894,-0.033904203292397524,-0.03738435469296235,3.180975073836803,-13.246031229668185,,,True,High Risk
0000072331-24-000041,72331,NORDSON CORP,US,OH,WESTLAKE,2024-02-22 12:02:00.0,10-Q,20240131.0,2024.0,Q1,106320000.0,,199588000.0,685275000.0,19387000.0,123337000.0,109572000.0,,2062000.0,-196441000.0,5251770000.0,-0.5577857982803998,0.020863823053941813,0.02129493047255342,,-27.734592065811107,,,True,High Risk
0000072741-24-000005,72741,EVERSOURCE ENERGY,US,MA,SPRINGFIELD,2024-02-14 17:17:00.0,10-K,20231231.0,2023.0,FY,622055000.0,18214000.0,,,,612855000.0,401725000.0,0.0,8700000.0,1870187000.0,13369500000.0,0.2148047227362825,0.030047870152212126,0.031514158327413846,0.02928036909919541,6.14875036560515,,0.0,True,High Risk
0000072903-24-000034,72903,XCEL ENERGY INC,US,MN,MINNEAPOLIS,2024-02-21 15:28:00.0,10-K,20231231.0,2023.0,FY,1804000000.0,1373000000.0,,8465000000.0,,1340000000.0,1771000000.0,2645000000.0,31000000.0,-93000000.0,41000000.0,-19.043010752688172,43.19512195121951,-1.0045377197958025,0.7610864745011087,-1.4408602150537635,0.6695652173913044,64.51219512195122,True,High Risk
0000072909-24-000004,72909,NORTHERN STATES POWER CO /WI/,US,WI,EAU CLAIRE,2024-02-21 15:42:00.0,10-K,20231231.0,2023.0,FY,92000000.0,89000000.0,,843000000.0,,186000000.0,9000000.0,922000000.0,,1259000000.0,3410000000.0,0.007148530579825258,0.0026392961876832845,0.0027124773960217,0.967391304347826,1.7084988085782367,0.009761388286334056,0.27038123167155426,True,High Risk
0000072971-24-000064,72971,WELLS FARGO & COMPANY/MN,US,CA,SAN FRANCISCO,2024-02-20 17:07:00.0,10-K,20231231.0,2023.0,FY,,,,,,25972000000.0,495000000.0,33362000000.0,,180227000000.0,674075000000.0,0.0027465363125391867,0.000734339650632348,,,2.74014437348455,0.014837239973622685,0.049493008938174536,True,High Risk
0000073124-24-000073,73124,NORTHERN TRUST CORP,US,IL,CHICAGO,2024-02-27 17:23:00.0,10-K,20231231.0,2023.0,FY,,,,,14800000.0,2392400000.0,-299100000.0,4487900000.0,78200000.0,641800000.0,35991300000.0,-0.4660330320972266,-0.008310341665902592,,,55.078684948582115,-0.06664587000601618,0.1246940232778477,True,High Risk
0000073756-24-000008,73756,OCEANEERING INTERNATIONAL INC,US,TX,HOUSTON,2024-02-23 16:47:00.0,10-K,20231231.0,2023.0,FY,148018000.0,296554000.0,307446000.0,131774000.0,6400000.0,225314000.0,,344251000.0,9600000.0,552094000.0,2239006000.0,,,,2.0034995743760895,3.055479682807638,,0.15375170946393177,True,High Risk
0000074208-24-000011,74208,"UDR, INC.",US,CO,HIGHLANDS RANCH,2024-02-20 16:12:00.0,10-K,20231231.0,2023.0,FY,,,,,4200000.0,832664000.0,150016000.0,139073000.0,0.0,3991144000.0,1245757000.0,0.03758721810087534,0.1204215589396648,,,-0.6878696935014121,1.0786852947732486,0.1116373417929821,True,High Risk
0000074260-24-000021,74260,OLD REPUBLIC INTERNATIONAL CORP,US,IL,CHICAGO,2024-02-28 15:50:00.0,10-K,20231231.0,2023.0,FY,109400000.0,,,1141800000.0,,584700000.0,686400000.0,2345500000.0,19500000.0,0.0,25159400000.0,,0.02728204965142253,0.027401197604790418,,,0.2926454913664464,0.09322559361511006,True,High Risk
0000074303-24-000041,74303,OLIN CORP,US,MO,CLAYTON,2024-02-22 15:17:00.0,10-K,20231231.0,2023.0,FY,775400000.0,,450000000.0,682700000.0,,1921900000.0,452000000.0,,28400000.0,1013800000.0,683600000.0,0.44584730716117577,0.6612053832650673,-4.923747276688453,,-0.3257052673111067,,,True,High Risk
