adsh,cik,name,countryba,stprba,cityba,accepted,form,period,fy,fp,Accounts Payable (Current),Accounts Receivable (Current),Accrued Liabilities (Current),Accumulated Depreciation/Amortization,Additional Paid-in Capital,Amortization of Intangibles,Cash From Ops,Net Income,Revenue,Share-based Compensation Expense,Shareholder Equity,Total Assets,ROE,ROA,ROI,Current Ratio,Debt to Equity,Profit Margin,Asset Turnover,Risk Flag,Risk Category
0000046080-22-000023,46080,"HASBRO, INC.",US,RI,PAWTUCKET,2022-02-23 14:22:00.0,10-K,20211231.0,2021.0,FY,580200000.0,1391700000.0,1538600000.0,,2329100000.0,116800000.0,653100000.0,520500000.0,310100000.0,97800000.0,,4925500000.0,,0.10567455080702466,0.11978459484960763,2.3986556359875904,,1.6784908094163173,0.0629580753223023,True,High Risk
0000046250-22-000006,46250,HAWKINS INC,US,MN,ROSEVILLE,2022-02-02 16:16:00.0,10-Q,20211231.0,2022.0,Q3,44021000.0,102020000.0,,,51138000.0,,26606000.0,0.0,12129000.0,800000.0,52510000.0,472550000.0,0.0,0.0,0.0,2.3175302696440334,7.999238240335174,0.0,0.02566712517193948,True,High Risk
0000046619-22-000008,46619,HEICO CORP,US,FL,HOLLYWOOD,2022-02-25 15:36:00.0,10-Q,20220131.0,2022.0,Q1,89005000.0,227828000.0,181361000.0,,302104000.0,15200000.0,77980000.0,86921000.0,222336000.0,,2305491000.0,1932351000.0,0.0377017303472449,0.04498199343701015,0.0471539255245624,2.5597213639683165,-0.1618483871765277,0.39094433649971216,0.11505984161262628,False,Low Risk
0000047111-22-000017,47111,HERSHEY CO,US,PA,HERSHEY,2022-02-18 16:03:00.0,10-K,20211231.0,2021.0,FY,580058000.0,615233000.0,855638000.0,,,46690000.0,1699657000.0,1477512000.0,,66711000.0,2757229000.0,10412231000.0,0.5358684389290842,0.14190157709716583,0.15027318986352253,1.0606404876753703,2.7763388532472275,,,True,High Risk
0000048039-22-000014,48039,HOLLYFRONTIER CORP,US,TX,DALLAS,2022-02-23 16:49:00.0,10-K,20211231.0,2021.0,FY,28565000.0,630036000.0,18479000.0,,4220075000.0,33800000.0,406682000.0,-601448000.0,16358558000.0,2200000.0,5687885000.0,9736851000.0,-0.10574194098509376,-0.0617702787071508,-0.06195202737125791,22.05622265009627,0.7118579225845811,-0.03676656585500996,1.6800665841553908,True,High Risk
0000049071-22-000017,49071,HUMANA INC,US,KY,LOUISVILLE,2022-02-17 16:23:00.0,10-K,20211231.0,2021.0,FY,,475000000.0,,,3082000000.0,65000000.0,5284000000.0,2933000000.0,77155000000.0,171000000.0,16080000000.0,34969000000.0,0.1824004975124378,0.08387428865566644,,,1.1746890547263682,0.03801438662432765,2.206382796190912,True,High Risk
0000049196-22-000023,49196,HUNTINGTON BANCSHARES INC /MD/,US,OH,COLUMBUS,2022-02-18 15:44:00.0,10-K,20211231.0,2021.0,FY,,,,,,51000000.0,1323000000.0,1295000000.0,,138000000.0,19296000000.0,1652000000.0,0.06711235489220564,0.7838983050847458,,,-0.9143864013266998,,,True,High Risk
0000049600-22-000027,49600,EASTGROUP PROPERTIES INC,US,MS,RIDGELAND,2022-02-16 17:04:00.0,10-K,20211231.0,2021.0,FY,,,,,1610053000.0,5980000.0,196285000.0,,331387000.0,0.0,1269638000.0,3215336000.0,,,,,1.532482487134128,,0.10306450087953482,True,High Risk
0000049826-22-000006,49826,ILLINOIS TOOL WORKS INC,US,IL,GLENVIEW,2022-02-11 14:42:00.0,10-K,20211231.0,2021.0,FY,534000000.0,,1648000000.0,,1362000000.0,,2995000000.0,,,53000000.0,,1239000000.0,,,,,,,,True,High Risk
0000050493-22-000004,50493,INGLES MARKETS INC,US,NC,ASHEVILLE,2022-02-03 16:31:00.0,10-Q,20211231.0,2022.0,Q1,,,90428567.0,,,,94978508.0,53824087.0,442121000.0,,234487.0,2018343955.0,229.53974847219675,0.026667450246358033,,,8606.487643238217,0.12174062530393263,0.21905136580152415,True,High Risk
0000050725-22-000007,50725,GRIFFON CORP,US,NY,NEW YORK,2022-02-01 16:50:00.0,10-Q,20211231.0,2022.0,Q1,243611000.0,334040000.0,147269000.0,,,2352000.0,,-1762000.0,,,-416402000.0,2582743000.0,0.004231487841076652,-0.0006822204144973,-0.0007532708714172607,1.3712024498072748,-7.202523042636683,,,True,High Risk
0000051253-22-000007,51253,INTERNATIONAL FLAVORS & FRAGRANCES INC,US,NY,NEW YORK,2022-02-28 17:14:00.0,10-K,20211231.0,2021.0,FY,556000000.0,,,,3853000000.0,193000000.0,1437000000.0,,,40000000.0,-717000000.0,13555000000.0,,,,,-19.905160390516038,,,True,High Risk
0000051434-22-000016,51434,INTERNATIONAL PAPER CO /NEW/,US,TN,MEMPHIS,2022-02-18 17:21:00.0,10-K,20211231.0,2021.0,FY,2606000000.0,,,,6325000000.0,44000000.0,3610000000.0,482000000.0,2015000000.0,72000000.0,7854000000.0,25243000000.0,0.06137000254647314,0.01909440240858852,0.02129257410434245,,2.2140310669722436,0.2392059553349876,0.07982410965416155,True,High Risk
0000051644-22-000010,51644,"INTERPUBLIC GROUP OF COMPANIES, INC.",US,NY,NEW YORK,2022-02-22 08:49:00.0,10-K,20211231.0,2021.0,FY,8960000000.0,4646400000.0,832400000.0,,,85900000.0,2075600000.0,351100000.0,10221300000.0,1700000.0,3526000000.0,2733600000.0,0.0995745887691435,0.12843868890839918,-0.0563889245792111,0.5185714285714286,-0.22473057288712422,0.03434983808321838,3.7391352063213343,True,High Risk
0000052827-22-000018,52827,RAYONIER INC,US,FL,WILDLIGHT,2022-02-25 16:25:00.0,10-K,20211231.0,2021.0,FY,23447000.0,49082000.0,,,,,214253000.0,59105000.0,204441000.0,6839000.0,1474057000.0,1508000.0,0.04009682122197446,39.19429708222812,-2.694060804959205,2.0933168422399455,-0.9989769730749897,0.2891054142760014,135.5709549071618,True,High Risk
0000052988-22-000016,52988,JACOBS ENGINEERING GROUP INC /DE/,US,TX,DALLAS,2022-02-08 07:15:00.0,10-Q,20211231.0,2022.0,Q1,908441000.0,,1486618000.0,,2590012000.0,2823000.0,112618000.0,257048000.0,,,5940041000.0,114200000.0,0.04327377538303187,2.2508581436077058,-0.32363980202482623,,-0.9807745434753733,,,True,High Risk
0000054381-22-000011,54381,KAMAN CORP,US,CT,BLOOMFIELD,2022-02-24 16:54:00.0,10-K,20211231.0,2021.0,FY,42134000.0,73524000.0,36177000.0,,,4500000.0,-7800000.0,43676000.0,148473000.0,400000.0,30279000.0,125027000.0,1.4424518643284123,0.34933254417045917,0.5268961190932889,1.7450040347462856,3.1291654281845505,0.29416796319869604,1.1875274940612828,True,High Risk
0000054480-22-000006,54480,KANSAS CITY SOUTHERN,US,MO,KANSAS CITY,2022-02-01 14:32:00.0,10-K,20211231.0,2021.0,FY,169700000.0,247100000.0,,210600000.0,,,1104000000.0,538900000.0,346300000.0,1400000.0,4404400000.0,9964000000.0,0.12235491780946327,0.05408470493777599,0.055021798392942835,1.4560989982321744,1.2622831713740805,1.556165174704014,0.0347551184263348,False,Low Risk
0000055135-22-000006,55135,KELLY SERVICES INC,US,MI,TROY,2022-02-17 15:57:00.0,10-K,20211231.0,2021.0,FY,,1423200000.0,,,,5400000.0,85000000.0,156100000.0,-900000.0,3900000.0,1238600000.0,2894200000.0,0.12602938801873081,0.05393545712113883,,,1.3366704343613758,-173.44444444444446,-0.00031096676110842377,True,High Risk
0000055242-22-000007,55242,KENNAMETAL INC,US,PA,PITTSBURGH,2022-02-09 12:32:00.0,10-Q,20211231.0,2022.0,Q2,177659000.0,302945000.0,43610000.0,,534592000.0,3257000.0,67352000.0,-2287000.0,440507000.0,12600000.0,1316022000.0,2610872000.0,-0.0017378128937054244,-0.0008759525553148526,-0.0009399094941544369,1.705204915033857,0.9839121230496146,-0.00519174496659531,0.16872025897860946,True,High Risk
0000055772-22-000020,55772,KIMBALL INTERNATIONAL INC,US,IN,JASPER,2022-02-04 11:15:00.0,10-Q,20211231.0,2022.0,Q2,57722000.0,,31563000.0,,5298000.0,1702000.0,24521000.0,-21314000.0,,2600000.0,244012000.0,444595000.0,-0.08734816320508827,-0.04794026023684477,-0.05509301502043306,,0.8220210481451732,,,True,High Risk
0000055785-22-000010,55785,KIMBERLY CLARK CORP,US,TX,IRVING,2022-02-10 16:45:00.0,10-K,20211231.0,2021.0,FY,3840000000.0,2235000000.0,2262000000.0,,,9000000.0,2736000000.0,2352000000.0,19440000000.0,,626000000.0,5083000000.0,3.757188498402556,0.46271886681093843,1.8921962992759453,0.58203125,7.119808306709265,0.12098765432098765,3.8245130828251033,True,High Risk
0000056701-22-000006,56701,KOSS CORP,US,WI,MILWAUKEE,2022-02-04 06:38:00.0,10-Q,20211231.0,2022.0,Q2,866195.0,1458066.0,665567.0,,12452554.0,,784680.0,479610.0,,,9209549.0,26324145.0,0.052077468722952665,0.018219395159842798,0.018839301671972803,1.6832999497803611,1.8583533243593144,,,True,High Risk
0000057131-22-000011,57131,LA-Z-BOY INC,US,MI,MONROE,2022-02-15 16:29:00.0,10-Q,20220131.0,2022.0,Q3,94152000.0,,,,330648000.0,777000.0,249831000.0,68965000.0,,3535000.0,773498000.0,1929564000.0,0.08915989440179548,0.03574123480744873,0.03757466988338313,,1.4945946854419792,,,True,High Risk
0000057515-22-000004,57515,LANCASTER COLONY CORP,US,OH,WESTERVILLE,2022-02-03 07:44:00.0,10-Q,20211231.0,2022.0,Q2,110338000.0,,63585000.0,,,2849000.0,41980000.0,44630000.0,,1000000.0,1421121000.0,1120197000.0,0.03140478537717759,0.03984120650207062,0.04419428850958401,,-0.21175114575043222,,,True,High Risk
0000058492-22-000009,58492,LEGGETT & PLATT INC,US,MO,CARTHAGE,2022-02-22 15:24:00.0,10-K,20211231.0,2021.0,FY,552200000.0,535200000.0,275200000.0,,557900000.0,67500000.0,602600000.0,7400000.0,894000000.0,3500000.0,1424600000.0,-11200000.0,0.005194440544714306,-0.6607142857142857,-0.013134540291089812,0.9692140528793916,-1.0078618559595676,0.008277404921700223,-79.82142857142857,True,High Risk
0000059478-22-000068,59478,ELI LILLY & CO,US,IN,INDIANAPOLIS,2022-02-23 11:01:00.0,10-K,20211231.0,2021.0,FY,1606700000.0,5875300000.0,,,6778500000.0,428200000.0,7260700000.0,5581700000.0,14229300000.0,306800000.0,5641600000.0,48806000000.0,0.98938244469654,0.11436503708560423,0.11825810976010237,3.6567498599614114,7.651091888825865,0.3922680665949836,0.2915481703069295,True,High Risk
0000059527-22-000006,59527,LINCOLN ELECTRIC HOLDINGS INC,US,OH,CLEVELAND,2022-02-18 15:40:00.0,10-K,20211231.0,2021.0,FY,256530000.0,429074000.0,,,409958000.0,20755000.0,365063000.0,276466000.0,-175077000.0,16624000.0,789271000.0,2371213000.0,0.35028019526879867,0.11659264688579221,0.13073637987348458,1.6726074923010954,2.0043077726154896,-1.5791109054872998,-0.07383436241282415,True,High Risk
0000059558-22-000008,59558,LINCOLN NATIONAL CORP,US,PA,RADNOR,2022-02-17 14:16:00.0,10-K,20211231.0,2021.0,FY,,,,,,,-2686000000.0,-11000000.0,4793000000.0,37000000.0,22699000000.0,31767000000.0,-0.00048460284594034977,-0.0003462712878143986,,,0.39948896427155384,-0.0022950135614437724,0.15087984386312842,True,High Risk
0000060086-22-000007,60086,LOEWS CORP,US,NY,NEW YORK,2022-02-08 15:24:00.0,10-K,20211231.0,2021.0,FY,,,,,,45000000.0,1745000000.0,1578000000.0,-1026000000.0,37000000.0,17846000000.0,80236000000.0,0.0884231760618626,0.019666982401914352,,,3.4960215174268745,-1.5380116959064327,-0.012787277531282715,True,High Risk
0000061398-22-000021,61398,TELLURIAN INC. /DE/,US,TX,HOUSTON,2022-02-23 07:36:00.0,10-K,20211231.0,2021.0,FY,23573000.0,,22003000.0,,,,-61560000.0,-210696000.0,,0.0,2195000.0,292995000.0,-95.98906605922551,-0.7191112476322121,-0.7820296783484645,,132.48291571753987,,,True,High Risk
0000062709-22-000009,62709,"MARSH & MCLENNAN COMPANIES, INC.",US,NY,NEW YORK,2022-02-16 16:46:00.0,10-K,20211231.0,2021.0,FY,,,,,943000000.0,314000000.0,2361000000.0,1742000000.0,,290000000.0,,32342000000.0,,0.05386185146249459,,,,,,True,High Risk
0000062996-22-000011,62996,MASCO CORP /DE/,US,MI,LIVONIA,2022-02-08 16:09:00.0,10-K,20211231.0,2021.0,FY,1045000000.0,,884000000.0,,,24000000.0,833000000.0,935000000.0,,4000000.0,-179000000.0,4976000000.0,-5.223463687150838,0.18790192926045016,0.23785296362248792,,-28.798882681564248,,,True,High Risk
0000063908-22-000011,63908,MCDONALDS CORP,US,IL,CHICAGO,2022-02-24 16:19:00.0,10-K,20211231.0,2021.0,FY,1006800000.0,,,,,,8122100000.0,7545200000.0,1881500000.0,,-8210300000.0,6872800000.0,-0.9189919978563512,1.097834943545571,1.2862598022502556,,-1.83709486864061,4.010204623970236,0.2737603305785124,True,High Risk
0000064040-22-000055,64040,S&P GLOBAL INC.,US,NY,NEW YORK,2022-02-08 17:17:00.0,10-K,20211231.0,2021.0,FY,233000000.0,1593000000.0,,,1031000000.0,75000000.0,3598000000.0,2123000000.0,,78000000.0,509000000.0,913000000.0,4.170923379174853,2.325301204819277,3.1220588235294118,6.836909871244635,0.793713163064833,,,True,High Risk
0000064803-22-000008,64803,CVS HEALTH CORP,US,RI,WOONSOCKET,2022-02-09 06:38:00.0,10-K,20211231.0,2021.0,FY,,21742000000.0,17670000000.0,,,2341000000.0,18265000000.0,6634000000.0,256776000000.0,484000000.0,75075000000.0,230715000000.0,0.08836496836496836,0.028754090544611317,,,2.0731268731268733,0.02583574788921083,1.1129575450230804,True,High Risk
0000064996-22-000004,64996,MERCURY GENERAL CORP,US,CA,LOS ANGELES,2022-02-15 16:08:00.0,10-K,20211231.0,2021.0,FY,,,,,,1000000.0,501584000.0,374600000.0,35422000.0,123000.0,,6328246000.0,,0.059194917517429,,,,10.575348653379256,0.005597443588634197,True,High Risk
0000065984-22-000017,65984,ENTERGY CORP /DE/,US,LA,NEW ORLEANS,2022-02-25 10:41:00.0,10-K,20211231.0,2021.0,FY,146921000.0,1285727000.0,,,955162000.0,11000000.0,286739000.0,1388334000.0,10113636000.0,2200000.0,11637284000.0,2150323000.0,0.11930051719971774,0.6456397480750566,0.6929882270258291,8.751145173256376,-0.8152212320331789,0.13727347909297902,4.703310153869907,False,Low Risk
0000066570-22-000007,66570,MSA SAFETY INC,US,PA,CRANBERRY TOWNSHIP,2022-02-18 17:10:00.0,10-K,20211231.0,2021.0,FY,86854000.0,252283000.0,,,,11570000.0,206555000.0,21788000.0,143601000.0,,834388000.0,617698000.0,0.026112551954246704,0.03527290034936166,0.04104407321171568,2.904679116678564,-0.25969932453486866,0.15172596291112178,0.23247768326917037,False,Low Risk
0000066740-22-000010,66740,3M CO,US,MN,ST PAUL,2022-02-09 15:13:00.0,10-K,20211231.0,2021.0,FY,2994000000.0,4705000000.0,,,6162000000.0,529000000.0,8113000000.0,5449000000.0,32184000000.0,50000000.0,15046000000.0,14531000000.0,0.36215605476538615,0.37499139770146583,0.47230649215567305,1.5714762859051437,-0.03422836634321414,0.16930773054934128,2.214851008189388,False,Low Risk
0000066756-22-000014,66756,ALLETE INC,US,MN,DULUTH,2022-02-15 17:42:00.0,10-K,20211231.0,2021.0,FY,110000000.0,111900000.0,,,,,263500000.0,174200000.0,987300000.0,1000000.0,2294600000.0,6435000000.0,0.07591737121938465,0.02707070707070707,0.027541501976284584,1.0172727272727273,1.8044103547459251,0.1764407981363314,0.15342657342657343,False,Low Risk
0000067716-22-000012,67716,MDU RESOURCES GROUP INC,US,ND,BISMARCK,2022-02-23 12:07:00.0,10-K,20211231.0,2021.0,FY,478933000.0,,,,1371385000.0,5100000.0,542280000.0,-446000.0,188000.0,,3382874000.0,1680194000.0,-0.0001318405592404565,-0.0002654455378367022,-0.0003712765169267961,,-0.5033235053980728,-2.372340425531915,0.00011189184106121079,True,High Risk
0000068505-22-000010,68505,"MOTOROLA SOLUTIONS, INC.",US,IL,CHICAGO,2022-02-16 17:28:00.0,10-K,20211231.0,2021.0,FY,851000000.0,1412000000.0,1311000000.0,,759000000.0,215000000.0,1837000000.0,949000000.0,,42000000.0,-40000000.0,2460000000.0,-23.725,0.3857723577235772,0.5898073337476694,1.6592244418331374,-62.5,,,True,High Risk
0000068622-22-000004,68622,QWEST CORP,US,LA,MONROE,2022-02-24 17:02:00.0,10-K,20211231.0,2021.0,FY,206000000.0,364000000.0,,,,176000000.0,3071000000.0,,2873000000.0,26000000.0,3000000.0,18659000000.0,,,,1.766990291262136,6218.666666666667,,0.15397395358808083,True,High Risk
0000070145-22-000005,70145,NATIONAL FUEL GAS CO,US,NY,WILLIAMSVILLE,2022-02-04 12:52:00.0,10-Q,20211231.0,2022.0,Q1,129934000.0,,187965000.0,,,,171483000.0,-225000.0,-75234000.0,5039000.0,,837729000.0,,-0.0002685832769308452,-0.00031788865420072197,,,0.0029906691123694072,-0.08980708558495647,True,High Risk
0000070318-22-000013,70318,TENET HEALTHCARE CORP,US,TX,DALLAS,2022-02-18 16:07:00.0,10-K,20211231.0,2021.0,FY,110000000.0,2690000000.0,,,,188000000.0,3407000000.0,,,2000000.0,-1000000.0,23365000000.0,,,,24.454545454545453,-23366.0,,,True,High Risk
0000070858-22-000062,70858,BANK OF AMERICA CORP /DE/,US,NC,CHARLOTTE,2022-02-22 17:15:00.0,10-K,20211231.0,2021.0,FY,,,,,,112000000.0,26787000000.0,3500000000.0,-499000000.0,2100000000.0,-4266000000.0,2955342000000.0,-0.8204406938584153,0.0011842960983872593,,,-693.7665260196906,-7.014028056112225,-0.0001688467865986407,True,High Risk
0000070866-22-000008,70866,NCR CORP,US,GA,ATLANTA,2022-02-25 16:05:00.0,10-K,20211231.0,2021.0,FY,632000000.0,1117000000.0,,,368000000.0,81000000.0,634000000.0,97000000.0,1883000000.0,107000000.0,1256000000.0,8414000000.0,0.07722929936305732,0.011528405039220348,0.012464662040606528,1.7674050632911393,5.699044585987261,0.05151354221986192,0.2237936772046589,True,High Risk
0000071691-22-000006,71691,NEW YORK TIMES CO,US,NY,NEW YORK,2022-02-23 15:19:00.0,10-K,20211231.0,2021.0,FY,127073000.0,183692000.0,137086000.0,,216714000.0,,189898000.0,139966000.0,,1520000.0,1538720000.0,2307689000.0,0.09096261828012894,0.06065202026789572,0.06418645006732043,1.445562786744627,0.49974589269002806,,,True,High Risk
0000071829-22-000012,71829,NEWPARK RESOURCES INC,US,TX,THE WOODLANDS,2022-02-25 14:43:00.0,10-K,20211231.0,2021.0,FY,84585000.0,180478000.0,36934000.0,,627031000.0,3700000.0,55791000.0,-12946000.0,,1400000.0,-735000.0,419381000.0,17.61360544217687,-0.030869304999511186,-0.038668323396934254,2.133688006147662,-571.5863945578232,,,True,High Risk
0000072331-22-000016,72331,NORDSON CORP,US,OH,WESTLAKE,2022-02-25 15:32:00.0,10-Q,20220131.0,2022.0,Q1,96503000.0,,159245000.0,,598772000.0,13085000.0,118087000.0,120409000.0,,3944000.0,-175835000.0,3834990000.0,-0.6847840304831234,0.0313974743089291,0.032207949365612346,,-22.8101629368442,,,True,High Risk
0000072741-22-000015,72741,EVERSOURCE ENERGY,US,MA,SPRINGFIELD,2022-02-16 18:38:00.0,10-K,20211231.0,2021.0,FY,132635000.0,119899000.0,,,,,336082000.0,410852000.0,-523000000.0,3000000.0,2098091000.0,22382285000.0,0.19582182088384156,0.018356124050783913,0.01846554889627477,0.903977079956271,9.667928607481754,-0.7855678776290631,-0.023366693793774852,True,High Risk
0000072903-22-000010,72903,XCEL ENERGY INC,US,MN,MINNEAPOLIS,2022-02-23 15:38:00.0,10-K,20211231.0,2021.0,FY,1237000000.0,1018000000.0,,,7404000000.0,,2189000000.0,1407000000.0,2132000000.0,58000000.0,-141000000.0,46000000.0,-9.97872340425532,30.58695652173913,-1.181360201511335,0.8229587712206953,-1.326241134751773,0.6599437148217636,46.34782608695652,True,High Risk
0000072909-22-000003,72909,NORTHERN STATES POWER CO /WI/,US,WI,EAU CLAIRE,2022-02-23 15:41:00.0,10-K,20211231.0,2021.0,FY,41000000.0,71000000.0,,,642000000.0,,234000000.0,79000000.0,845000000.0,,1103000000.0,2894000000.0,0.07162284678150499,0.027297857636489287,0.027690150718541886,1.7317073170731707,1.6237533998186764,0.09349112426035502,0.29198341395991706,False,Low Risk
0000072971-22-000096,72971,WELLS FARGO & COMPANY/MN,US,CA,SAN FRANCISCO,2022-02-22 17:02:00.0,10-K,20211231.0,2021.0,FY,,,,,,225000000.0,27601000000.0,3377000000.0,25167000000.0,,184680000000.0,13983000000.0,0.018285683344162876,0.24150754487592077,,,-0.9242852501624431,0.1341836531966464,1.7998283630122291,True,High Risk
0000073088-22-000019,73088,NORTHWESTERN CORP,US,SD,SIOUX FALLS,2022-02-10 20:16:00.0,10-K,20211231.0,2021.0,FY,115237000.0,198671000.0,233351000.0,,,,219978000.0,0.0,276732000.0,3900000.0,670111000.0,6780443000.0,0.0,0.0,0.0,1.7240209307774412,9.118387849177227,0.0,0.04081326249627052,True,High Risk
0000073124-22-000071,73124,NORTHERN TRUST CORP,US,IL,CHICAGO,2022-02-28 16:36:00.0,10-K,20211231.0,2021.0,FY,,,,,,339100000.0,968400000.0,302600000.0,1737600000.0,1400000.0,11688300000.0,131610100000.0,0.02588913700024811,0.002299215637705617,,,10.259986482208705,0.17414825046040516,0.013202634144339986,True,High Risk
0000073756-22-000018,73756,OCEANEERING INTERNATIONAL INC,US,TX,HOUSTON,2022-02-25 16:33:00.0,10-K,20211231.0,2021.0,FY,94207000.0,262960000.0,290659000.0,,173608000.0,3800000.0,157569000.0,,493332000.0,7500000.0,504961000.0,2045842000.0,,,,2.79130000955343,3.0514851642007996,,0.24113885627531353,True,High Risk
0000074208-22-000010,74208,"UDR, INC.",US,CO,HIGHLANDS RANCH,2022-02-15 15:16:00.0,10-K,20211231.0,2021.0,FY,,,,,,3100000.0,663960000.0,184965000.0,114314000.0,5900000.0,3234200000.0,571999000.0,0.057190340733411664,0.3233659499404719,,,-0.8231404984231031,1.6180432842871388,0.19984999973776177,True,High Risk
0000074260-22-000012,74260,OLD REPUBLIC INTERNATIONAL CORP,US,IL,CHICAGO,2022-02-28 16:43:00.0,10-K,20211231.0,2021.0,FY,,,,,1376100000.0,,1185000000.0,1534300000.0,94700000.0,2100000.0,303600000.0,19226100000.0,5.05368906455863,0.07980297616261228,,,62.32707509881423,16.20168954593453,0.004925595934692943,True,High Risk
0000074303-22-000015,74303,OLIN CORP,US,MO,CLAYTON,2022-02-24 14:41:00.0,10-K,20211231.0,2021.0,FY,847700000.0,,358000000.0,,1969600000.0,,433000000.0,-11300000.0,,9400000.0,2247400000.0,484900000.0,-0.0050280323929874525,-0.02330377397401526,0.031146637265711135,,-0.784239565720388,,,True,High Risk
0000075252-22-000009,75252,OWENS & MINOR INC/VA/,US,VA,MECHANICSVILLE,2022-02-23 16:35:00.0,10-K,20211231.0,2021.0,FY,1000186000.0,,,,440608000.0,44009000.0,339223000.0,29871000.0,,,-20044000.0,3480839000.0,-1.4902714029135902,0.00858155174657604,0.012041587436856344,,-174.6598982239074,,,True,High Risk
0000076063-22-000010,76063,"PANHANDLE EASTERN PIPE LINE COMPANY, LP",US,TX,DALLAS,2022-02-18 12:28:00.0,10-K,20211231.0,2021.0,FY,,47000000.0,,,,,230000000.0,0.0,571000000.0,,,2931000000.0,,0.0,,,,0.0,0.19481405663596044,True,High Risk
0000076334-22-000007,76334,PARKER HANNIFIN CORP,US,OH,CLEVELAND,2022-02-04 08:28:00.0,10-Q,20211231.0,2022.0,Q2,1597025000.0,,,,344312000.0,159000000.0,1353988000.0,,,,8755082000.0,22395475000.0,,,,,1.5579971723851358,,,True,High Risk
