adsh,cik,name,countryba,stprba,cityba,accepted,form,period,fy,fp,Accounts Payable (Current),Accounts Receivable (Current),Accrued Liabilities (Current),Additional Paid-in Capital,Amortization of Intangibles,Cash From Ops,Net Income,Revenue,Share-based Compensation Expense,Shareholder Equity,Total Assets,ROE,ROA,ROI,Current Ratio,Debt to Equity,Profit Margin,Asset Turnover,Risk Flag,Risk Category,Accumulated Depreciation/Amortization
0000040729-25-000006,40729,ALLY FINANCIAL INC.,US,MI,DETROIT,2025-02-19 16:11:00.0,10-K,20241231.0,2024.0,FY,,,,,31000000.0,6247000000.0,1714000000.0,8428000000.0,100000000.0,17050000000.0,191826000000.0,0.1005278592375366,0.0089351808409704,,,10.250791788856304,0.2033697199810156,0.0439356500161604,True,High Risk,
0000040987-25-000026,40987,GENUINE PARTS CO,US,GA,ATLANTA,2025-02-21 11:44:00.0,10-K,20241231.0,2024.0,FY,,,,,157000000.0,1466971000.0,1182701000.0,,38000000.0,4401047000.0,17968454000.0,0.2687317358801212,0.0658209660107653,,,3.0827680322432367,,,True,High Risk,
0000041719-25-000016,41719,MAGNERA CORP,US,NC,CHARLOTTE,2025-02-06 16:58:00.0,10-Q,20241231.0,2025.0,Q1,295000000.0,359000000.0,162000000.0,,12000000.0,-27000000.0,-8000000.0,,,2390000000.0,2807000000.0,-0.003347280334728,-0.0028500178126113,-0.0031847133757961,1.2169491525423728,0.1744769874476987,,,True,High Risk,
0000042888-25-000011,42888,GRACO INC,US,MN,MINNEAPOLIS,2025-02-18 14:08:00.0,10-K,20241231.0,2024.0,FY,72214000.0,343000000.0,,863336000.0,19000000.0,377394000.0,460645000.0,2143521000.0,24695000.0,,2722007000.0,,0.1692299101361605,0.1738418812337416,4.74977151244911,,0.2149010903088889,0.7874781365367539,True,High Risk,
0000043920-25-000009,43920,"GREIF, INC",US,OH,DELAWARE,2025-02-27 15:38:00.0,10-Q,20250131.0,2025.0,Q1,521900000.0,746900000.0,,,,4500000.0,67200000.0,,,2082400000.0,6647600000.0,0.0322704571648098,0.0101089114868523,0.0109701748371614,1.4311170722360604,2.192278140606992,,,True,High Risk,
0000045012-25-000010,45012,HALLIBURTON CO,US,TX,HOUSTON,2025-02-12 15:03:00.0,10-K,20241231.0,2024.0,FY,3147000000.0,,,63000000.0,,2242000000.0,1572000000.0,,219000000.0,9391000000.0,24683000000.0,0.1673943137046108,0.0636875582384637,0.0729940564635958,,1.628367585986583,,,True,High Risk,
0000045876-25-000018,45876,ENVIRI CORP,US,PA,PHILADELPHIA,2025-02-20 16:01:00.0,10-K,20241231.0,2024.0,FY,243279000.0,338187000.0,,238416000.0,31400000.0,150527000.0,-180069000.0,2133981000.0,800000.0,523151000.0,2854698000.0,-0.3442008139141471,-0.0630781259523774,-0.0689544649862775,1.390119985695436,4.456738111940912,-0.0843817259853766,0.7475330140000799,True,High Risk,
0000046080-25-000027,46080,"HASBRO, INC.",US,RI,PAWTUCKET,2025-02-27 16:10:00.0,10-K,20241231.0,2024.0,FY,340600000.0,1029300000.0,1215800000.0,2590600000.0,105300000.0,372900000.0,203500000.0,6666500000.0,81300000.0,,6540900000.0,,0.031111926493296,0.0328209925326193,3.0220199647680563,,0.0305257631440786,1.0192022504548304,True,High Risk,
0000046619-25-000015,46619,HEICO CORP,US,FL,HOLLYWOOD,2025-02-28 16:37:00.0,10-Q,20250131.0,2025.0,Q1,198429000.0,538487000.0,427781000.0,599399000.0,30200000.0,111652000.0,114698000.0,896363000.0,,3636877000.0,7592822000.0,0.031537497693763,0.0151061094280887,0.015511482822187,2.713751518175267,1.087731314531671,0.1279593200522556,0.1180539988952724,False,Low Risk,
0000046765-25-000008,46765,"HELMERICH & PAYNE, INC.",US,OK,TULSA,2025-02-05 16:55:00.0,10-Q,20241231.0,2025.0,Q1,135084000.0,,286841000.0,518083000.0,1600000.0,174798000.0,95173000.0,677147000.0,,2771943000.0,5781898000.0,0.0343344000940856,0.0164605117558282,0.0168542827867183,,1.085864680478639,0.1405499839768912,0.1171150027205599,True,High Risk,
0000047111-25-000014,47111,HERSHEY CO,US,PA,HERSHEY,2025-02-18 10:56:00.0,10-K,20241231.0,2024.0,FY,1086183000.0,823617000.0,867815000.0,,79690000.0,2327837000.0,1644817000.0,,65991000.0,2757229000.0,11902941000.0,0.5965471130617007,0.1381857643417706,0.1520619209563531,0.7582672533081443,3.316993982001495,,,True,High Risk,
0000047217-25-000025,47217,HP INC,US,CA,PALO ALTO,2025-02-27 18:38:00.0,10-Q,20250131.0,2025.0,Q1,16903000000.0,5117000000.0,,1778000000.0,81000000.0,121000000.0,622000000.0,13185000000.0,177000000.0,-1069000000.0,39909000000.0,-0.5818521983161834,0.0155854569144804,0.0270364252803616,0.302727326510087,-38.333021515434986,0.0471748198710656,0.3303766067804254,True,High Risk,
0000048287-25-000084,48287,HNI CORP,US,IA,MUSCATINE,2025-02-25 08:29:00.0,10-K,20241231.0,2024.0,FY,,,,201600000.0,6500000.0,81200000.0,123900000.0,,9000000.0,761400000.0,1414500000.0,0.1627265563435776,0.0875927889713679,,,0.8577620173364854,,,True,High Risk,
0000048465-25-000008,48465,HORMEL FOODS CORP /DE/,US,MN,AUSTIN,2025-02-27 13:41:00.0,10-Q,20250131.0,2025.0,Q1,735604000.0,817908000.0,66380000.0,,4463000.0,403980000.0,218863000.0,,,7993420000.0,13434729000.0,0.027380395375196,0.0162908384679735,0.0172344945025739,1.111886286643357,0.6807235200952784,,,True,High Risk,
0000049071-25-000007,49071,HUMANA INC,US,KY,LOUISVILLE,2025-02-20 14:34:00.0,10-K,20241231.0,2024.0,FY,5768000000.0,357000000.0,,3346000000.0,81000000.0,4587000000.0,2806000000.0,92870000000.0,216000000.0,16262000000.0,47065000000.0,0.1725495019062846,0.059619674917667,0.0679468242245199,0.0618932038834951,1.8941704587381625,0.0302142780230429,1.9732285137575691,True,High Risk,
0000049196-25-000020,49196,HUNTINGTON BANCSHARES INC /MD/,US,OH,COLUMBUS,2025-02-14 13:01:00.0,10-K,20241231.0,2024.0,FY,,,,,53000000.0,4027000000.0,2238000000.0,,119000000.0,-229000000.0,189368000000.0,-9.77292576419214,0.0118182586287017,,,-827.9344978165939,,,True,High Risk,
0000049600-25-000019,49600,EASTGROUP PROPERTIES INC,US,MS,RIDGELAND,2025-02-12 16:03:00.0,10-K,20241231.0,2024.0,FY,,,,2949907000.0,9489000.0,316501000.0,,487025000.0,8292000.0,2608327000.0,4519213000.0,,,,,0.7326098299791399,,0.1077676577758118,True,High Risk,
0000049826-25-000007,49826,ILLINOIS TOOL WORKS INC,US,IL,GLENVIEW,2025-02-14 14:59:00.0,10-K,20241231.0,2024.0,FY,581000000.0,,1663000000.0,1588000000.0,,2348000000.0,,,63000000.0,,15422000000.0,,,,,,,,True,High Risk,
0000049938-25-000015,49938,IMPERIAL OIL LTD,CA,AB,CALGARY,2025-02-19 16:25:00.0,10-K,20241231.0,2024.0,FY,,,,,,10482000000.0,7340000000.0,59670000000.0,103000000.0,-1177000000.0,43524000000.0,-6.236193712829227,0.1686425879974267,,,-37.97875955819881,0.12300988771577,1.3709677419354838,True,High Risk,
0000050493-25-000005,50493,INGLES MARKETS INC,US,NC,ASHEVILLE,2025-02-06 16:15:00.0,10-Q,20241231.0,2025.0,Q1,,,99101275.0,,,15541479.0,43393601.0,1481061830.0,,1458972140.0,2527882715.0,0.0297425837069102,0.0171659866743461,,,0.7326463238701735,0.0292989800432572,0.5858902476810519,True,High Risk,
0000050725-25-000008,50725,GRIFFON CORP,US,NY,NEW YORK,2025-02-05 17:05:00.0,10-Q,20241231.0,2025.0,Q1,119354000.0,312765000.0,181918000.0,,5556000.0,,42177000.0,,,315244000.0,2370954000.0,0.1337916026950552,0.0177890418793447,0.0187320127909042,2.6204819277108435,6.521012295237974,,,True,High Risk,
0000051143-25-000015,51143,INTERNATIONAL BUSINESS MACHINES CORP,US,NY,ARMONK,2025-02-25 16:13:00.0,10-K,20241231.0,2024.0,FY,4132000000.0,7214000000.0,,,2395000000.0,10435000000.0,1639000000.0,60530000000.0,987000000.0,22533000000.0,14261000000.0,0.0727377623929348,0.1149288268704859,0.1618126172376345,1.7458857696030978,-0.3671060222784361,0.0270774822402114,4.244442886193114,False,Low Risk,
0000051253-25-000013,51253,INTERNATIONAL FLAVORS & FRAGRANCES INC,US,NY,NEW YORK,2025-02-28 16:08:00.0,10-K,20241231.0,2024.0,FY,1378000000.0,,,19874000000.0,727000000.0,397000000.0,,,51000000.0,-1423000000.0,30978000000.0,,,,,-22.769501054111032,,,True,High Risk,
0000051434-25-000013,51434,INTERNATIONAL PAPER CO /NEW/,US,TN,MEMPHIS,2025-02-21 13:50:00.0,10-K,20241231.0,2024.0,FY,2442000000.0,,,4730000000.0,44000000.0,2174000000.0,,,124000000.0,,23261000000.0,,,,,,,,True,High Risk,
0000051644-25-000024,51644,"INTERPUBLIC GROUP OF COMPANIES, INC.",US,NY,NEW YORK,2025-02-20 16:37:00.0,10-K,20241231.0,2024.0,FY,8355000000.0,5768800000.0,705800000.0,,84700000.0,642100000.0,938000000.0,10927800000.0,55700000.0,3942600000.0,19267300000.0,0.2379140668594328,0.0486835207839188,0.0859580473410738,0.6904608019150209,3.88695277228225,0.0858361243800216,0.5671682072734633,True,High Risk,
0000052827-25-000018,52827,RAYONIER INC,US,FL,WILDLIGHT,2025-02-21 16:59:00.0,10-K,20241231.0,2024.0,FY,26561000.0,28652000.0,,,,269190000.0,107077000.0,909072000.0,1226000.0,1321000.0,3647585000.0,81.05753217259652,0.0293555873269574,0.0295709169560875,1.0787244456157523,2760.230128690386,0.1177871499727194,0.2492257205795067,True,High Risk,
0000052988-25-000016,52988,JACOBS SOLUTIONS INC.,US,TX,DALLAS,2025-02-04 06:50:00.0,10-Q,20241231.0,2025.0,Q1,1029140000.0,,1087764000.0,2758064000.0,36900000.0,418361000.0,171610000.0,,1600000.0,4549467000.0,11759005000.0,0.0377209022507471,0.0145939218496803,0.0159936774600612,,1.5846994823789249,,,True,High Risk,
0000055135-25-000007,55135,KELLY SERVICES INC,US,MI,TROY,2025-02-13 13:51:00.0,10-K,20241231.0,2024.0,FY,,1160600000.0,,,37100000.0,-76300000.0,-62500000.0,4965400000.0,7800000.0,23900000.0,2581600000.0,-2.6150627615062763,-0.0242097923768205,,,107.01673640167364,-0.0125871027510371,1.9233808490858384,True,High Risk,
0000055242-25-000021,55242,KENNAMETAL INC,US,PA,PITTSBURGH,2025-02-07 17:22:00.0,10-Q,20241231.0,2025.0,Q2,191541000.0,302810000.0,53013000.0,416620000.0,2743000.0,88308000.0,23108000.0,495320000.0,14000000.0,1249875000.0,2503758000.0,0.0184882488248824,0.0092293264764406,0.0099938716824588,1.580914791089114,1.0032067206720672,0.0466526689816684,0.197830621010497,False,Low Risk,
0000055785-25-000013,55785,KIMBERLY CLARK CORP,US,TX,IRVING,2025-02-13 14:18:00.0,10-K,20241231.0,2024.0,FY,3653000000.0,2135000000.0,2316000000.0,,15000000.0,2733000000.0,1934000000.0,20175000000.0,,323000000.0,17344000000.0,5.987616099071207,0.1115083025830258,0.1412606821999854,0.5844511360525595,52.69659442724458,0.0958612143742255,1.16322647601476,True,High Risk,
0000057131-25-000017,57131,LA-Z-BOY INC,US,MI,MONROE,2025-02-18 16:22:00.0,10-Q,20250131.0,2025.0,Q3,96486000.0,,,368485000.0,765000.0,105354000.0,28640000.0,,3842000.0,1003064000.0,1913442000.0,0.0285525150937527,0.0149677910278963,0.0157626271632334,,0.9075971224169146,,,True,High Risk,
0000057515-25-000005,57515,LANCASTER COLONY CORP,US,OH,WESTERVILLE,2025-02-04 07:46:00.0,10-Q,20241231.0,2025.0,Q2,118811000.0,,65158000.0,,,141523000.0,43951000.0,,300000.0,862267000.0,1206931000.0,0.0509714508383134,0.0364155034546299,0.0403916847406536,,0.399718416685319,,,True,High Risk,
0000058492-25-000136,58492,LEGGETT & PLATT INC,US,MO,CARTHAGE,2025-02-26 15:47:00.0,10-K,20241231.0,2024.0,FY,536200000.0,564900000.0,256800000.0,575800000.0,66800000.0,441400000.0,309800000.0,,0.0,1333300000.0,5186100000.0,0.2323558088952224,0.0597366036135053,0.0666250887115851,1.0535248041775458,2.889672241806045,,,True,High Risk,
0000059478-25-000067,59478,ELI LILLY & CO,US,IN,INDIANAPOLIS,2025-02-19 10:11:00.0,10-K,20241231.0,2024.0,FY,2598800000.0,9090500000.0,,7250400000.0,579700000.0,7585700000.0,6244800000.0,28541400000.0,371100000.0,-4343100000.0,64006300000.0,-1.4378669613870276,0.0975653959063404,0.1016944184342303,3.497960597198707,-15.73746862839907,0.2187979566524417,0.4459154801949183,True,High Risk,
0000059527-25-000006,59527,LINCOLN ELECTRIC HOLDINGS INC,US,OH,CLEVELAND,2025-02-26 15:26:00.0,10-K,20241231.0,2024.0,FY,325435000.0,538830000.0,,523357000.0,21908000.0,383386000.0,472224000.0,,25276000.0,863909000.0,3180546000.0,0.5466131270770417,0.1484726207387033,0.1653960213806048,1.6557223408668398,2.681575258505236,,,True,High Risk,
0000059558-25-000023,59558,LINCOLN NATIONAL CORP,US,PA,RADNOR,2025-02-21 17:10:00.0,10-K,20241231.0,2024.0,FY,,,,,,3609000000.0,1358000000.0,18810000000.0,51000000.0,9984000000.0,372413000000.0,0.1360176282051282,0.003646489247153,,,36.30098157051282,0.0721956406166932,0.0505084408976056,True,High Risk,
0000060086-25-000036,60086,LOEWS CORP,US,NY,NEW YORK,2025-02-11 12:06:00.0,10-K,20241231.0,2024.0,FY,,,,,3000000.0,3314000000.0,822000000.0,14044000000.0,34000000.0,15704000000.0,79197000000.0,0.0523433520122261,0.0103791810295844,,,4.043110035659705,0.0585303332383936,0.1773299493667689,True,High Risk,
0000060519-25-000005,60519,LOUISIANA-PACIFIC CORP,US,TN,NASHVILLE,2025-02-19 13:44:00.0,10-K,20241231.0,2024.0,FY,,,,465000000.0,5000000.0,1144000000.0,1086000000.0,3854000000.0,,1557000000.0,2437000000.0,0.697495183044316,0.4456298727944193,,,0.565189466923571,0.2817851582771147,1.5814526056627,True,High Risk,
0000062234-25-000006,62234,MARCUS CORP,US,WI,MILWAUKEE,2025-02-27 18:22:00.0,10-K,20241231.0,2024.0,FY,37384000.0,7636000.0,,,,93209000.0,-11972000.0,677394000.0,8170000.0,471172000.0,1064598000.0,-0.0254089801601113,-0.0112455593566773,-0.0116548255767542,0.2042585063128611,1.2594678800947423,-0.0176736138790718,0.6362908816285584,True,High Risk,
0000062709-25-000015,62709,"MARSH & MCLENNAN COMPANIES, INC.",US,NY,NEW YORK,2025-02-10 16:05:00.0,10-K,20241231.0,2024.0,FY,,,,1242000000.0,338000000.0,3465000000.0,3050000000.0,,367000000.0,,48030000000.0,,0.0635019779304601,,,,,,True,High Risk,
0000062996-25-000004,62996,MASCO CORP /DE/,US,MI,LIVONIA,2025-02-11 07:05:00.0,10-K,20241231.0,2024.0,FY,840000000.0,,852000000.0,,29000000.0,840000000.0,844000000.0,,49000000.0,-126000000.0,5187000000.0,-6.698412698412699,0.1627144785039521,0.1941568898090637,,-42.16666666666666,,,True,High Risk,
0000063296-25-000006,63296,MATTHEWS INTERNATIONAL CORP,US,PA,PITTSBURGH,2025-02-07 12:16:00.0,10-Q,20241231.0,2025.0,Q1,108362000.0,205984000.0,,159497000.0,9795000.0,-27266000.0,-2303000.0,,4651000.0,437158000.0,1834890000.0,-0.005268118163227,-0.0012551161105025,-0.0013338909070689,1.9008877650837008,3.197315387114041,,,True,High Risk,
0000063908-25-000012,63908,MCDONALDS CORP,US,IL,CHICAGO,2025-02-25 13:19:00.0,10-K,20241231.0,2024.0,FY,1103000000.0,,,,,7387000000.0,6177000000.0,23183000000.0,,-4601000000.0,50436000000.0,-1.3425342316887634,0.1224720437782536,0.125210305475037,,-11.961964790262986,0.2664452400465859,0.4596518359901657,True,High Risk,
0000064040-25-000052,64040,S&P GLOBAL INC.,US,NY,NEW YORK,2025-02-11 17:29:00.0,10-K,20241231.0,2024.0,FY,557000000.0,2826000000.0,,44231000000.0,905000000.0,2603000000.0,3248000000.0,,214000000.0,34200000000.0,60589000000.0,0.0949707602339181,0.0536070903959464,0.0541044776119402,5.073608617594255,0.771608187134503,,,True,High Risk,
0000064803-25-000007,64803,CVS HEALTH CORP,US,RI,WOONSOCKET,2025-02-12 06:48:00.0,10-K,20241231.0,2024.0,FY,,35227000000.0,23515000000.0,,1785000000.0,16177000000.0,4311000000.0,322467000000.0,447000000.0,76461000000.0,249728000000.0,0.0563816847804763,0.0172627819067145,,,2.2660833627601,0.0133688098317037,1.2912729049205536,True,High Risk,
0000064996-25-000013,64996,MERCURY GENERAL CORP,US,CA,LOS ANGELES,2025-02-11 16:08:00.0,10-K,20241231.0,2024.0,FY,,,,,1000000.0,352589000.0,-512672000.0,3643066000.0,15000.0,,7103397000.0,,-0.0721727928201112,,,,-0.1407254219385539,0.5128625078958701,True,High Risk,
0000065984-25-000012,65984,ENTERGY CORP /DE/,US,LA,NEW ORLEANS,2025-02-18 15:59:00.0,10-K,20241231.0,2024.0,FY,1566745000.0,,,,,2585490000.0,197622000.0,13764237000.0,2000000.0,14622647000.0,58595191000.0,0.0135147897641241,0.0033726658558037,0.0034653232528903,,3.00715349279785,0.014357642926375,0.2349038677935191,True,High Risk,
0000066570-25-000007,66570,MSA SAFETY INC,US,PA,CRANBERRY TOWNSHIP,2025-02-14 16:34:00.0,10-K,20241231.0,2024.0,FY,111872000.0,294678000.0,,,18085000.0,157455000.0,179630000.0,1527953000.0,186000.0,-328776000.0,2376976000.0,-0.5463598316178796,0.075570809297191,0.0793032019721831,2.63406393020595,-8.229773462783172,0.1175625166480906,0.6428138104886209,True,High Risk,
0000066740-25-000006,66740,3M CO,US,MN,ST PAUL,2025-02-05 09:57:00.0,10-K,20241231.0,2024.0,FY,2776000000.0,3601000000.0,,6956000000.0,125000000.0,5591000000.0,5777000000.0,26161000000.0,234000000.0,4807000000.0,50580000000.0,1.201789057624298,0.1142151047844998,0.120847627813572,1.2971902017291066,9.52215519034741,0.2208248920148312,0.5172202451561883,True,High Risk,
0000066756-25-000013,66756,ALLETE INC,US,MN,DULUTH,2025-02-12 19:11:00.0,10-K,20241231.0,2024.0,FY,102200000.0,129000000.0,,,,221300000.0,66300000.0,383500000.0,1600000.0,2809600000.0,6845600000.0,0.0235976651480637,0.0096850531728409,0.0098318355725598,1.2622309197651664,1.436503416856492,0.1728813559322033,0.0560213859997662,False,Low Risk,
0000067215-25-000012,67215,DYCOM INDUSTRIES INC,US,FL,PALM BEACH GARDENS,2025-02-28 09:22:00.0,10-K,20250131.0,2024.0,FY,222121000.0,1243256000.0,,6217000.0,15300000.0,164789000.0,142213000.0,,,758544000.0,2516885000.0,0.18748154358877,0.0565035748554264,0.0619728216060562,5.597201525294771,2.318047469889684,,,True,High Risk,
0000067716-25-000016,67716,MDU RESOURCES GROUP INC,US,ND,BISMARCK,2025-02-20 14:35:00.0,10-K,20241231.0,2024.0,FY,159975000.0,,,1466235000.0,,510064000.0,367489000.0,1747298000.0,854000.0,3382874000.0,9660781000.0,0.1086321867146101,0.0380392641133258,0.0386797709583797,,1.8557909635416512,0.2103184459662862,0.1808650874085645,True,High Risk,
0000068505-25-000012,68505,"MOTOROLA SOLUTIONS, INC.",US,IL,CHICAGO,2025-02-14 15:38:00.0,10-K,20241231.0,2024.0,FY,881000000.0,1518000000.0,1504000000.0,1622000000.0,257000000.0,1823000000.0,1363000000.0,,172000000.0,724000000.0,12814000000.0,1.882596685082873,0.1063680349617605,0.1142210676275873,1.7230419977298523,16.69889502762431,,,True,High Risk,
0000068622-25-000005,68622,QWEST CORP,US,LA,MONROE,2025-02-20 16:20:00.0,10-K,20241231.0,2024.0,FY,362000000.0,261000000.0,52000000.0,,79000000.0,2626000000.0,,6449000000.0,,10050000000.0,16337000000.0,,,,0.7209944751381215,0.6255721393034825,,0.3947481177694803,True,High Risk,
0000070318-25-000009,70318,TENET HEALTHCARE CORP,US,TX,DALLAS,2025-02-18 17:00:00.0,10-K,20241231.0,2024.0,FY,1408000000.0,2914000000.0,,,172000000.0,1083000000.0,,,56000000.0,1608000000.0,27156000000.0,,,,2.069602272727273,15.888059701492535,,,True,High Risk,
0000070858-25-000139,70858,BANK OF AMERICA CORP /DE/,US,NC,CHARLOTTE,2025-02-25 17:07:00.0,10-K,20241231.0,2024.0,FY,,,,,78000000.0,-6327000000.0,27528000000.0,94950000000.0,2900000000.0,270066000000.0,3180151000000.0,0.10193063917709,0.0086561927405333,,,10.775458591603536,0.2899210110584518,0.0298570728245294,True,High Risk,
0000070866-25-000010,70866,NCR VOYIX CORP,US,GA,ATLANTA,2025-02-27 08:01:00.0,10-K,20241231.0,2024.0,FY,440000000.0,414000000.0,,874000000.0,40000000.0,427000000.0,60000000.0,,84000000.0,25000000.0,4990000000.0,2.4,0.0120240480961923,0.0131868131868131,0.9409090909090908,198.6,,,True,High Risk,
0000071691-25-000047,71691,NEW YORK TIMES CO,US,NY,NEW YORK,2025-02-27 14:21:00.0,10-K,20241231.0,2024.0,FY,116942000.0,242488000.0,147529000.0,301287000.0,27100000.0,150687000.0,173905000.0,,35306000.0,1763219000.0,2714595000.0,0.0986292684005787,0.0640629633518075,0.0669469709772629,2.073574934582956,0.5395676884153359,,,True,High Risk,
0000071829-25-000012,71829,NPK INTERNATIONAL INC.,US,TX,THE WOODLANDS,2025-02-28 15:17:00.0,10-K,20241231.0,2024.0,FY,16345000.0,40900000.0,21026000.0,639645000.0,2600000.0,-25021000.0,-20834000.0,,6700000.0,462386000.0,642336000.0,-0.0450575925741696,-0.0324347382055497,-0.0332816286496131,2.502294279596206,0.3891770079543931,,,True,High Risk,
0000072331-25-000032,72331,NORDSON CORP,US,OH,WESTLAKE,2025-02-20 13:28:00.0,10-Q,20250131.0,2025.0,Q1,97839000.0,,225231000.0,714091000.0,19387000.0,172356000.0,109572000.0,,1268000.0,2598060000.0,6000966000.0,0.0421745456225029,0.0182590602912931,0.0185616877292323,,1.3097873028336529,,,True,High Risk,
0000072741-25-000007,72741,EVERSOURCE ENERGY,US,MA,SPRINGFIELD,2025-02-14 14:27:00.0,10-K,20241231.0,2024.0,FY,1869187000.0,1431531000.0,,,,2401293000.0,532920000.0,12289336000.0,33400000.0,14599844000.0,55612245000.0,0.0365017598818179,0.009582781633793,0.0099160713928857,0.7658575626729696,2.809098576669723,0.0433644258729682,0.2209825551908577,True,High Risk,
0000072903-25-000029,72903,XCEL ENERGY INC,US,MN,MINNEAPOLIS,2025-02-27 16:08:00.0,10-K,20241231.0,2024.0,FY,1668000000.0,1315000000.0,,8465000000.0,,3932000000.0,1736000000.0,3080000000.0,36000000.0,-93000000.0,64079000000.0,-18.666666666666668,0.0270915588570358,0.0278156094278252,0.7883693045563549,-690.0215053763441,0.5636363636363636,0.0480656689399023,True,High Risk,
0000072909-25-000004,72909,NORTHERN STATES POWER CO /WI/,US,WI,EAU CLAIRE,2025-02-27 16:18:00.0,10-K,20241231.0,2024.0,FY,64000000.0,13000000.0,,843000000.0,,257000000.0,125000000.0,198000000.0,,1366000000.0,3670000000.0,0.0915080527086383,0.0340599455040872,0.0346644481419855,0.203125,1.6866764275256223,0.6313131313131313,0.0539509536784741,True,High Risk,
0000072971-25-000066,72971,WELLS FARGO & COMPANY/MN,US,CA,SAN FRANCISCO,2025-02-25 16:37:00.0,10-K,20241231.0,2024.0,FY,,,,,,27048000000.0,13677000000.0,19298000000.0,,185735000000.0,1932468000000.0,0.0736371712385926,0.0070774781264165,,,9.404436428244544,0.7087262928800911,0.0099861938205445,True,High Risk,
