adsh,cik,name,countryba,stprba,cityba,accepted,form,period,fy,fp,Accounts Payable (Current),Accounts Receivable (Current),Accrued Liabilities (Current),Additional Paid-in Capital,Amortization of Intangibles,Cash From Ops,Net Income,Revenue,Share-based Compensation Expense,Shareholder Equity,Total Assets,ROE,ROA,ROI,Current Ratio,Debt to Equity,Profit Margin,Asset Turnover,Risk Flag,Risk Category,Ticker,AvgPrice_2020,AvgPrice_2021,Performance,Accumulated Depreciation/Amortization,AvgPrice_2022,AvgPrice_2023,AvgPrice_2024,Performance Flag
0000037785-21-000024,37785,FMC CORP,US,PA,PHILADELPHIA,2021-02-25 17:03:00.0,10-K,20201231.0,2020.0,FY,946700000.0,,674700000.0,860200000.0,61900000.0,,111400000.0,,,2961800000.0,10186400000.0,0.0376122628131541,0.0109361501609989,0.0120566685065532,,2.4392599095144845,,,True,High Risk,FMC,100.9579841897233,106.37448412698411,Low Risk,,,,,False
0000037808-21-000011,37808,FNB CORP/PA/,US,PA,PITTSBURGH,2021-02-25 16:45:00.0,10-K,20201231.0,2020.0,FY,,,,4087000000.0,13000000.0,113000000.0,286000000.0,,16000000.0,4409000000.0,37354000000.0,0.0648673168518938,0.0076564758794238,,,7.472215921977773,,,True,High Risk,FNB,8.460592885375496,12.039960317460318,Low Risk,,,,,False
0000037996-21-000012,37996,FORD MOTOR CO,US,MI,DEARBORN,2021-02-04 18:58:00.0,10-K,20201231.0,2020.0,FY,,9237000000.0,,22165000000.0,,15022000000.0,,10541000000.0,8700000.0,33185000000.0,256540000000.0,,,,,6.730601175229772,,0.041089108910891,True,High Risk,F,7.04699604743083,14.221587301587302,Low Risk,,,,,False
0000038009-21-000015,38009,FORD MOTOR CREDIT CO LLC,US,MI,DEARBORN,2021-02-04 19:12:00.0,10-K,20201231.0,2020.0,FY,,,,,,5703000000.0,1924000000.0,0.0,,15884000000.0,162209000000.0,0.1211281792999244,0.0118612407449648,,,9.212100226643162,,0.0,True,High Risk,,,,,,,,,
0000038725-21-000044,38725,FRANKLIN ELECTRIC CO INC,US,IN,FORT WAYNE,2021-02-24 15:38:00.0,10-K,20201231.0,2020.0,FY,82593000.0,159827000.0,,283420000.0,9400000.0,211854000.0,100500000.0,,10100000.0,847833000.0,1272300000.0,0.1185374950019638,0.0789908040556472,0.0844745807160922,1.935115566694514,0.5006493023979959,,,True,High Risk,FELE,56.93308300395257,82.22507936507937,Low Risk,,,,,False
0000038777-21-000029,38777,FRANKLIN RESOURCES INC,US,CA,SAN MATEO,2021-02-02 08:41:00.0,10-Q,20201231.0,2021.0,Q1,,,,,4800000.0,31700000.0,350500000.0,,,10114500000.0,20220900000.0,0.0346532206238568,0.0173335509299783,,,0.9991991695091206,,,True,High Risk,BEN,21.28375494071146,30.992103174603177,Low Risk,,,,,False
0000039263-21-000007,39263,"CULLEN/FROST BANKERS, INC.",US,TX,SAN ANTONIO,2021-02-05 16:40:00.0,10-K,20201231.0,2020.0,FY,,,,997168000.0,918000.0,562388000.0,331151000.0,1309178000.0,770000.0,3368917000.0,42391317000.0,0.0982959805777346,0.0078117648479758,,,11.583069573990691,0.2529457415263623,0.0308831641158966,True,High Risk,CFR,74.94537549407114,115.15960317460318,Low Risk,,,,,False
0000040211-21-000018,40211,GATX CORP,US,IL,CHICAGO,2021-02-18 12:06:00.0,10-K,20201231.0,2020.0,FY,,,,,,485200000.0,17800000.0,299400000.0,15900000.0,1957400000.0,7318900000.0,0.0090936957188106,0.0024320594624875,,,2.7390926739552466,0.0594522378089512,0.0409077866892565,True,High Risk,GATX,68.25616600790512,94.5879365079365,Low Risk,,,,,False
0000040533-21-000010,40533,GENERAL DYNAMICS CORP,US,VA,RESTON,2021-02-09 11:52:00.0,10-K,20201231.0,2020.0,FY,2952000000.0,3161000000.0,,,261000000.0,3148000000.0,3345000000.0,36193000000.0,101000000.0,26509000000.0,45887000000.0,0.1261835603002754,0.0728964630505372,0.0779084662862466,1.07079945799458,0.7309970198800407,0.092421186417263,0.7887419094732713,False,Low Risk,GD,150.20549407114626,187.68726190476195,Low Risk,,,,,False
0000040545-21-000011,40545,GENERAL ELECTRIC CO,US,MA,BOSTON,2021-02-12 10:24:00.0,10-K,20201231.0,2020.0,FY,,16691000000.0,,,1382000000.0,3597000000.0,5704000000.0,2507000000.0,353000000.0,35552000000.0,253452000000.0,0.1604410441044104,0.0225052475419408,,,6.129050405040504,2.2752293577981653,0.0098914192825465,True,High Risk,GE,40.97608695652174,63.55559523809524,Low Risk,,,,,False
0000040729-21-000008,40729,ALLY FINANCIAL INC.,US,MI,DETROIT,2021-02-24 17:05:00.0,10-K,20201231.0,2020.0,FY,,,,,18000000.0,3739000000.0,687000000.0,1412000000.0,80000000.0,14703000000.0,182165000000.0,0.0467251581309936,0.0037713062333598,,,11.389648371080732,0.4865439093484419,0.0077512145582301,True,High Risk,ALLY,23.98264822134388,48.67182539682539,Low Risk,,,,,False
0000040888-21-000006,40888,"AEROJET ROCKETDYNE HOLDINGS, INC.",US,CA,EL SEGUNDO,2021-02-18 16:18:00.0,10-K,20201231.0,2020.0,FY,127300000.0,75600000.0,,583000000.0,13400000.0,252700000.0,39200000.0,,,102400000.0,1618800000.0,0.3828125,0.024215468248085,0.0262822661749916,0.593872741555381,14.80859375,,,True,High Risk,,,,,,,,,
0000040987-21-000009,40987,GENUINE PARTS CO,US,GA,ATLANTA,2021-02-19 15:53:00.0,10-K,20201231.0,2020.0,FY,,,,,92206000.0,,-29102000.0,,22621000.0,3204796000.0,13440215000.0,-0.0090807652031517,-0.0021652927427128,,,3.193781757091559,,,True,High Risk,GPC,89.76521739130436,122.52662698412698,Low Risk,,,,,False
0000042888-21-000011,42888,GRACO INC,US,MN,MINNEAPOLIS,2021-02-16 15:15:00.0,10-K,20201231.0,2020.0,FY,58305000.0,302000000.0,,671206000.0,15600000.0,367985000.0,341054000.0,1653292000.0,25153000.0,,1692210000.0,,0.2015435436500198,0.2087355139986719,5.179658691364377,,0.2062878184857847,0.9770016723692686,True,High Risk,GGG,55.36166007905138,74.71861111111112,Low Risk,,,,,False
0000043920-21-000020,43920,"GREIF, INC",US,OH,DELAWARE,2021-02-26 13:55:00.0,10-Q,20210131.0,2021.0,Q1,450700000.0,679700000.0,,,,19500000.0,23400000.0,,,1152200000.0,5510900000.0,0.0203089741364346,0.004246130396124,0.0046243231492826,1.5080985134235634,3.782936990105884,,,True,High Risk,GEF,38.2501976284585,59.90714285714286,Low Risk,,,,,False
0000045012-21-000009,45012,HALLIBURTON CO,US,TX,HOUSTON,2021-02-05 17:09:00.0,10-K,20201231.0,2020.0,FY,2432000000.0,,,0.0,,3157000000.0,-2945000000.0,,274000000.0,8012000000.0,20680000000.0,-0.3675736395406889,-0.1424081237911025,-0.1613875493204734,,1.581128307538692,,,True,High Risk,HAL,14.539802371541503,21.836666666666662,Low Risk,,,,,False
0000045876-21-000016,45876,HARSCO CORP,US,PA,CAMP HILL,2021-02-25 11:06:00.0,10-K,20201231.0,2020.0,FY,218039000.0,407390000.0,,204078000.0,31000000.0,53818000.0,-26341000.0,1863864000.0,3400000.0,657154000.0,2993287000.0,-0.0400834507588784,-0.0088000248556185,-0.0094914040114613,1.8684272079765547,3.55492472084169,-0.0141324688925801,0.6226813533082528,True,High Risk,NVRI,13.563675889328062,18.33361111111111,Low Risk,,,,,False
0000046080-21-000035,46080,"HASBRO, INC.",US,RI,PAWTUCKET,2021-02-24 13:16:00.0,10-K,20201231.0,2020.0,FY,425500000.0,1391726000.0,1538644000.0,2329064000.0,144746000.0,976340000.0,222519000.0,5465443000.0,49748000.0,,10818385000.0,,0.0205685968839156,0.021410705497078,3.270801410105758,,0.0407138085604405,0.505199528395412,True,High Risk,HAS,81.30462450592886,96.0495634920635,Low Risk,,,,,False
0000046619-21-000021,46619,HEICO CORP,US,FL,HOLLYWOOD,2021-02-25 15:21:00.0,10-Q,20210131.0,2020.0,Q1,76237000.0,202318000.0,151788000.0,301107000.0,15200000.0,81136000.0,70596000.0,417902000.0,,1980177000.0,3547711000.0,0.0356513584391698,0.0198990278520431,0.0203360301704693,2.653803271377415,0.7916130729727696,0.1689295576474867,0.117794826015986,False,Low Risk,HEI,106.77284584980237,134.8405158730159,Low Risk,,,,,False
0000046765-21-000006,46765,"HELMERICH & PAYNE, INC.",US,OK,TULSA,2021-02-09 16:49:00.0,10-Q,20201231.0,2021.0,Q1,36468000.0,233623000.0,154266000.0,511956000.0,1800000.0,111781000.0,-70431000.0,-7740000.0,7370000.0,4012223000.0,4099981000.0,-0.0175541090313275,-0.0171783722900179,-0.0173325396030479,6.406246572337392,0.0218726626112257,9.099612403100776,-0.0018878136264533,True,High Risk,HP,22.796086956521737,28.367619047619048,Low Risk,,,,,False
0000047111-21-000007,47111,HERSHEY CO,US,PA,HERSHEY,2021-02-17 16:04:00.0,10-K,20201231.0,2020.0,FY,550828000.0,615233000.0,781766000.0,,46472000.0,1599993000.0,1278708000.0,2037317000.0,57584000.0,1739222000.0,9131845000.0,0.7352183907517269,0.1400273438719119,0.1490159033597066,1.116923976268454,4.250534434362031,0.6276431208299935,0.2231002606811657,True,High Risk,HSY,142.93403162055336,169.41785714285714,Low Risk,,,,,False
0000047518-21-000008,47518,"HILL-ROM HOLDINGS, INC.",US,IL,CHICAGO,2021-02-05 13:10:00.0,10-Q,20201231.0,2021.0,Q1,,594900000.0,,667000000.0,26700000.0,77000000.0,58800000.0,685000000.0,,1726100000.0,4671100000.0,0.0340652337639766,0.0125880413607073,,,1.7061583917501884,0.0858394160583941,0.146646400205519,True,High Risk,,,,,,,,,
0000048039-21-000012,48039,HOLLYFRONTIER CORP,US,TX,DALLAS,2021-02-24 16:49:00.0,10-K,20201231.0,2020.0,FY,1215555000.0,630036000.0,274459000.0,4207672000.0,34100000.0,1554416000.0,-601448000.0,11183643000.0,29700000.0,5168361000.0,11506864000.0,-0.1163711281003784,-0.0522686285333693,-0.0584423225461406,0.5183113886249491,1.2264048505899643,-0.0537792560080825,0.9719105917998162,True,High Risk,,,,,,,,,
0000049071-21-000039,49071,HUMANA INC,US,KY,LOUISVILLE,2021-02-18 17:00:00.0,10-K,20201231.0,2020.0,FY,,161000000.0,,2820000000.0,88000000.0,2173000000.0,3367000000.0,77155000000.0,171000000.0,9842000000.0,34969000000.0,0.3421052631578947,0.0962852812491063,,,2.553038000406421,0.0436394271272114,2.206382796190912,True,High Risk,HUM,382.74415019762847,426.0312698412699,Low Risk,,,,,False
0000049196-21-000018,49196,HUNTINGTON BANCSHARES INC/MD,US,OH,COLUMBUS,2021-02-26 17:20:00.0,10-K,20201231.0,2020.0,FY,,,,,41000000.0,1726000000.0,817000000.0,,77000000.0,11795000000.0,123038000000.0,0.0692666384061042,0.0066402249711471,,,9.431369224247565,,,True,High Risk,HBANP,,25.585258620689658,,,,,,
0000049600-21-000027,49600,EASTGROUP PROPERTIES INC,US,MS,RIDGELAND,2021-02-17 17:11:00.0,10-K,20201231.0,2020.0,FY,,,,1514055000.0,4204000.0,164731000.0,,300392000.0,9374000.0,1200564000.0,2720803000.0,,,,,1.2662706861108612,,0.1104056412757557,True,High Risk,EGP,126.10154150197629,168.59960317460315,Low Risk,,,,,False
0000049728-21-000027,49728,IEC ELECTRONICS CORP,US,NY,NEWARK,2021-02-03 08:37:00.0,10-Q,20201231.0,2021.0,Q1,29733000.0,28285000.0,,,,2343000.0,1537000.0,,,31240000.0,122964000.0,0.0491997439180537,0.0124995933769233,0.0164859327905954,0.9512999024652744,2.9361075544174136,,,True,High Risk,,,,,,,,,
0000049826-21-000007,49826,ILLINOIS TOOL WORKS INC,US,IL,GLENVIEW,2021-02-12 14:36:00.0,10-K,20201231.0,2020.0,FY,472000000.0,,1284000000.0,1362000000.0,,2811000000.0,,,42000000.0,,10953000000.0,,,,,,,,True,High Risk,ITW,182.0571146245059,223.78035714285716,Low Risk,,,,,False
0000050493-21-000005,50493,INGLES MARKETS INC,US,NC,ASHEVILLE,2021-02-04 16:18:00.0,10-Q,20201231.0,2021.0,Q1,,,81664333.0,,,16249691.0,53824087.0,1190443141.0,,662722606.0,1899298902.0,0.0812166153873435,0.0283389238751847,,,1.865903297706432,0.0452134882769676,0.6267803028509307,True,High Risk,IMKTA,39.74837944664032,63.664047619047615,Low Risk,,,,,False
0000051253-21-000011,51253,INTERNATIONAL FLAVORS & FRAGRANCES INC,US,NY,NEW YORK,2021-02-22 17:08:00.0,10-K,20201231.0,2020.0,FY,555687000.0,,,3853401000.0,192607000.0,437575000.0,1000000.0,342200000.0,39663000.0,6311153000.0,13555671000.0,0.0001584496525436,7.376986355009649e-05,7.692317159774966e-05,,1.147891359946431,0.0029222676797194,0.025244047306843,True,High Risk,IFF,121.8594861660079,141.4747619047619,Low Risk,,,,,False
0000051434-21-000012,51434,INTERNATIONAL PAPER CO /NEW/,US,TN,MEMPHIS,2021-02-19 13:24:00.0,10-K,20201231.0,2020.0,FY,2320000000.0,,,6297000000.0,60000000.0,3063000000.0,482000000.0,6560000000.0,72000000.0,7854000000.0,31718000000.0,0.0613700025464731,0.0151964184374802,0.0163956731750459,,3.0384517443340973,0.0734756097560975,0.2068226243773251,True,High Risk,IP,37.26517786561265,52.70821428571429,Low Risk,,,,,False
0000051644-21-000012,51644,"INTERPUBLIC GROUP OF COMPANIES, INC.",US,NY,NEW YORK,2021-02-22 08:52:00.0,10-K,20201231.0,2020.0,FY,7269700000.0,112900000.0,832400000.0,,85900000.0,1847200000.0,351100000.0,2359800000.0,71100000.0,2895000000.0,18042700000.0,0.1212780656303972,0.0194593935497458,0.032590736099508,0.0155302144517655,5.232366148531952,0.1487837952368844,0.130789737677842,True,High Risk,IPG,19.100434782608698,32.70563492063492,Low Risk,,,,,False
0000052827-21-000035,52827,RAYONIER INC,US,FL,WILDLIGHT,2021-02-22 17:03:00.0,10-K,20201231.0,2020.0,FY,24790000.0,49082000.0,,,,204174000.0,37084000.0,859154000.0,6839000.0,1474057000.0,3728733000.0,0.025157778837589,0.0099454694128005,0.0100120331225399,1.97991125453812,1.5295717872511037,0.0431633909636689,0.2304144598178523,False,Low Risk,RYN,26.83695652173913,36.02464285714285,Low Risk,,,,,False
0000052988-21-000016,52988,JACOBS ENGINEERING GROUP INC /DE/,US,TX,DALLAS,2021-02-09 07:19:00.0,10-Q,20201231.0,2021.0,Q1,1061754000.0,,1193818000.0,2597586000.0,23155000.0,-137186000.0,257048000.0,,,5815712000.0,12767625000.0,0.044198887427713,0.020132796820082,0.0219588956686777,,1.1953674803704173,,,True,High Risk,J,75.0792885375494,108.7073015873016,Low Risk,,,,,False
0000054381-21-000010,54381,KAMAN CORP,US,CT,BLOOMFIELD,2021-02-25 17:00:00.0,10-K,20201231.0,2020.0,FY,60200000.0,153806000.0,37918000.0,,7000000.0,162368000.0,54169000.0,735994000.0,4979000.0,635656000.0,1418943000.0,0.0852174761191588,0.0381755997245837,0.0398669947149681,2.5549169435215946,1.2322498332431375,0.0735997847808541,0.5186917303936803,False,Low Risk,,,,,,,,,
0000055135-21-000004,55135,KELLY SERVICES INC,US,MI,TROY,2021-02-18 15:05:00.0,10-K,20201231.0,2020.0,FY,,1265200000.0,,,6800000.0,61400000.0,-72000000.0,4516000000.0,8100000.0,1159500000.0,2561900000.0,-0.0620957309184993,-0.028104141457512,,,1.2094868477792151,-0.0159433126660761,1.7627542058628365,True,High Risk,KELYA,17.129249011857706,21.278492063492063,Low Risk,,,,,False
0000055242-21-000012,55242,KENNAMETAL INC,US,PA,PITTSBURGH,2021-02-03 15:33:00.0,10-Q,20201231.0,2021.0,Q2,164641000.0,275151000.0,46850000.0,547754000.0,3347000.0,87097000.0,-2287000.0,440507000.0,13400000.0,1229885000.0,2614826000.0,-0.0018595234513796,-0.0008746279867188,-0.0009333989066131,1.6712179833698777,1.1260735759847464,-0.0051917449665953,0.168465129228484,True,High Risk,KMT,29.35422924901186,37.769880952380944,Low Risk,,,,,False
0000055772-21-000016,55772,KIMBALL INTERNATIONAL INC,US,IN,JASPER,2021-02-08 15:10:00.0,10-Q,20201231.0,2021.0,Q2,40229000.0,,31726000.0,4843000.0,1049000.0,13402000.0,4548000.0,,1100000.0,216490000.0,386267000.0,0.02100789874821,0.0117742390626173,0.0131430652124911,,0.7842255993348423,,,True,High Risk,,,,,,,,,
0000055785-21-000016,55785,KIMBERLY CLARK CORP,US,TX,IRVING,2021-02-11 13:31:00.0,10-K,20201231.0,2020.0,FY,3336000000.0,2235000000.0,1978000000.0,,7000000.0,2970000000.0,1410000000.0,18486000000.0,,-33000000.0,14518000000.0,-42.72727272727273,0.0971208155393304,0.1260955106421034,0.6699640287769785,-440.93939393939394,0.0762739370334307,1.2733158837305414,True,High Risk,KMB,141.67735177865612,134.20980158730157,High Risk,,,,,True
0000057131-21-000016,57131,LA-Z-BOY INC,US,MI,MONROE,2021-02-16 17:00:00.0,10-Q,20210131.0,2021.0,Q3,55511000.0,,,333975000.0,767000.0,119759000.0,68965000.0,,2225000.0,700753000.0,1740172000.0,0.098415561545937,0.0396311399103077,0.0409370193765986,,1.483288690879668,,,True,High Risk,LZB,30.00533596837945,38.26095238095238,Low Risk,,,,,False
0000057515-21-000004,57515,LANCASTER COLONY CORP,US,OH,WESTERVILLE,2021-02-04 07:46:00.0,10-Q,20201231.0,2021.0,Q2,71433000.0,,52562000.0,,1508000.0,105379000.0,81709000.0,,700000.0,726873000.0,1054310000.0,0.1124116592582198,0.0774999762878091,0.0831324774107034,,0.4504734664790135,,,True,High Risk,LANC,159.85000000000002,178.87515873015874,Low Risk,,,,,False
0000058492-21-000005,58492,LEGGETT & PLATT INC,US,MO,CARTHAGE,2021-02-24 17:03:00.0,10-K,20201231.0,2020.0,FY,552200000.0,535200000.0,275200000.0,543200000.0,65200000.0,602600000.0,247600000.0,4336900000.0,900000.0,1389800000.0,4754000000.0,0.1781551302345661,0.0520824568784181,0.0589271264696082,0.9692140528793916,2.4206360627428407,0.0570914708662869,0.9122633571729072,True,High Risk,LEG,38.81320158102767,47.04420634920635,Low Risk,,,,,False
0000059478-21-000083,59478,ELI LILLY & CO,US,IN,INDIANAPOLIS,2021-02-17 10:59:00.0,10-K,20201231.0,2020.0,FY,1405300000.0,5875300000.0,,6778500000.0,428200000.0,5524500000.0,6193700000.0,1116900000.0,308100000.0,5641600000.0,46633100000.0,1.0978623085649462,0.1328176767146082,0.1369445341139741,4.180815484238241,7.265935195689166,5.545438266630853,0.023950798896063,True,High Risk,LLY,148.81446640316204,224.6313888888889,Low Risk,,,,,False
0000059527-21-000008,59527,LINCOLN ELECTRIC HOLDINGS INC,US,OH,CLEVELAND,2021-02-19 15:55:00.0,10-K,20201231.0,2020.0,FY,273002000.0,373487000.0,,409958000.0,20363000.0,329152000.0,206115000.0,3028674000.0,15388000.0,789271000.0,2314453000.0,0.2611460448945926,0.0890555997464627,0.1009649509099165,1.3680742265624428,1.932393309775729,0.0680545347567945,1.308591706118033,False,Low Risk,LECO,91.71739130434784,130.85472222222222,Low Risk,,,,,False
0000059558-21-000011,59558,LINCOLN NATIONAL CORP,US,PA,RADNOR,2021-02-18 09:43:00.0,10-K,20201231.0,2020.0,FY,,,,,,1943000000.0,1641000000.0,16424000000.0,51000000.0,8399000000.0,334761000000.0,0.1953804024288605,0.0049020047138107,,,38.85724491010835,0.0999147588894301,0.0490618680192734,True,High Risk,LNC,40.17869565217391,64.38650793650794,Low Risk,,,,,False
0000061398-21-000010,61398,TELLURIAN INC. /DE/,US,TX,HOUSTON,2021-02-24 07:29:00.0,10-K,20201231.0,2020.0,FY,21048000.0,,22003000.0,,,-103752000.0,-210696000.0,,0.0,109090000.0,292995000.0,-1.931396094967458,-0.7191112476322121,-0.7747686130017981,,1.6858098817490146,,,True,High Risk,,,,,,,,,
0000062709-21-000008,62709,"MARSH & MCLENNAN COMPANIES, INC.",US,NY,NEW YORK,2021-02-17 17:07:00.0,10-K,20201231.0,2020.0,FY,,,,943000000.0,351000000.0,2428000000.0,2016000000.0,,290000000.0,,23871000000.0,,0.0844539399271082,,,,,,True,High Risk,MMC,109.061976284585,141.99650793650792,Low Risk,,,,,False
0000062996-21-000008,62996,MASCO CORP /DE/,US,MI,LIVONIA,2021-02-09 16:25:00.0,10-K,20201231.0,2020.0,FY,893000000.0,,700000000.0,,20000000.0,1032000000.0,734000000.0,,43000000.0,-235000000.0,5777000000.0,-3.123404255319149,0.1270555651722347,0.1502866502866502,,-25.582978723404256,,,True,High Risk,MAS,49.59371541501976,60.41876984126984,Low Risk,,,,,False
0000063908-21-000013,63908,MCDONALDS CORP,US,IL,CHICAGO,2021-02-23 13:50:00.0,10-K,20201231.0,2020.0,FY,988200000.0,,,,,6966700000.0,4730500000.0,21257900000.0,,-3268000000.0,32811200000.0,-1.4475214198286417,0.1441733310576876,0.1486503472331332,,-11.04014687882497,0.2225290362641653,0.6478854781294192,True,High Risk,MCD,200.88509881422928,234.6886111111111,Low Risk,,,,,False
0000064040-21-000063,64040,S&P GLOBAL INC.,US,NY,NEW YORK,2021-02-09 17:09:00.0,10-K,20201231.0,2020.0,FY,233000000.0,1593000000.0,,946000000.0,123000000.0,3567000000.0,2339000000.0,,90000000.0,509000000.0,7206000000.0,4.595284872298625,0.3245906189286705,0.3354366843539366,6.836909871244635,13.157170923379176,,,True,High Risk,SPGI,316.6806324110672,402.864880952381,Low Risk,,,,,False
0000064803-21-000011,64803,CVS HEALTH CORP,US,RI,WOONSOCKET,2021-02-16 06:48:00.0,10-K,20201231.0,2020.0,FY,,21742000000.0,14243000000.0,,2300000000.0,15865000000.0,7179000000.0,-41439000000.0,400000000.0,69389000000.0,230715000000.0,0.1034602026257764,0.0311163123333983,,,2.324950640591448,-0.1732425975530297,-0.179611208634029,True,High Risk,CVS,64.23355731225297,82.84670634920636,Low Risk,,,,,False
0000064996-21-000004,64996,MERCURY GENERAL CORP,US,CA,LOS ANGELES,2021-02-16 16:16:00.0,10-K,20201231.0,2020.0,FY,,,,,1000000.0,383434000.0,374600000.0,3784511000.0,142000.0,,6328246000.0,,0.059194917517429,,,,0.0989824048602316,0.5980347477010217,True,High Risk,MCY,43.35549407114624,58.50119047619047,Low Risk,,,,,False
0000065011-21-000022,65011,MEREDITH CORP,US,IA,DES MOINES,2021-02-04 12:12:00.0,10-Q,20201231.0,2021.0,Q2,121100000.0,542300000.0,225200000.0,,61200000.0,72100000.0,190800000.0,,,928600000.0,5766300000.0,0.2054706009045875,0.0330888091150304,0.0337986253808545,4.47811725846408,5.209670471677795,,,True,High Risk,,,,,,,,,
0000066570-21-000016,66570,MSA SAFETY INC,US,PA,CRANBERRY TOWNSHIP,2021-02-19 17:00:00.0,10-K,20201231.0,2020.0,FY,86854000.0,252283000.0,,,11570000.0,263887000.0,124150000.0,1358104000.0,1500000.0,725800000.0,1872484000.0,0.1710526315789473,0.0663023021825553,0.0695272816876956,2.904679116678564,1.579889776798016,0.0914142068648645,0.7252953830313102,False,Low Risk,MSA,126.02501976284586,157.97722222222222,Low Risk,,,,,False
0000066756-21-000025,66756,ALLETE INC,US,MN,DULUTH,2021-02-16 18:14:00.0,10-K,20201231.0,2020.0,FY,165200000.0,111900000.0,,,,431300000.0,47100000.0,102200000.0,2200000.0,2294600000.0,6084600000.0,0.0205264534123594,0.0077408539591756,0.007956887522384,0.677360774818402,1.6517040006972894,0.4608610567514677,0.0167965026460243,True,High Risk,ALE,61.08217391304348,66.36210317460318,Low Risk,,,,,False
0000067716-21-000007,67716,MDU RESOURCES GROUP INC,US,ND,BISMARCK,2021-02-19 09:02:00.0,10-K,20201231.0,2020.0,FY,426264000.0,,,1371385000.0,9000000.0,768374000.0,390205000.0,-76969000.0,,3079105000.0,8053372000.0,0.1267267598863955,0.0484523749803188,0.0511602825081275,,1.615491189810026,-5.069638425859762,-0.0095573630523959,True,High Risk,MDU,9.174861660079053,11.664761904761905,Low Risk,,,,,False
